id,x,y,pwd,pd,ward,zipcode
101002657596,-7918890.61,5213088.97,04,D14,21,02134
101002397446,-7907211.61,5211368.88,05,C6,6,02127
101002322285,-7908572.83,5213718.57,05,C6,6,02210
101002358721,-7915448.16,5212019.47,10A,B2,4,02115
101002648451,-7921025.83,5211947.20,04,D14,21,02135
101002467721,-7910170.49,5215103.53,1B,A1,3,02203
101002767792,-7910778.30,5207427.22,03,C11,15,02122
101002413964,-7912804.32,5209423.45,10B,B2,12,02119
101002356802,-7909697.26,5214457.10,1C,A1,3,02110
101002746976,-7907493.24,5216451.11,09,A7,1,02128
101002321364,-7919274.21,5214113.08,04,D14,21,02134
101002609295,-7920081.28,5211935.15,04,D14,21,02135
101002486420,-7911229.14,5213493.98,1C,A1,5,02116
101002683664,-7919937.68,5212081.23,04,D14,21,02135
101002609647,-7907424.89,5215847.65,09,A7,1,02128
101002403056,-7916861.93,5204009.33,02,E18,19,02131
101002765019,-7912042.89,5211971.28,1C,D4,9,02118
101002588937,-7912786.46,5212178.04,1C,D4,9,02118
101002728894,-7905087.18,5218790.12,09,A7,1,02128
101002430834,-7915521.38,5206839.47,02,E13,11,02130
101002642888,-7911046.59,5204128.20,07,C11,17,02124
101002328215,-7907050.19,5217697.35,09,A7,1,02128
101002408766,-7917840.44,5201042.43,08,E18,18,02136
101002309668,-7918270.11,5215330.29,04,D14,22,02134
101002605445,-7910670.32,5208369.58,03,C11,13,02125
101002758238,-7911472.93,5212322.18,1C,D4,3,02118
101002344957,-7917391.82,5197390.76,08,E18,18,02136
101002661126,-7908241.32,5211483.33,05,C6,6,02127
101002376728,-7922369.97,5214538.78,04,D14,22,02135
101002550902,-7910413.17,5205998.80,07,C11,16,02122
101002399309,-7909887.73,5215887.72,1B,A1,3,02113
101002727689,-7911848.09,5203712.89,07,B3,17,02124
101002562513,-7918486.10,5196447.99,08,E18,18,02136
101002359839,-7911648.81,5211840.25,1C,D4,8,02118
101002713621,-7911045.23,5218005.68,1A,A15,2,02129
101002735013,-7915442.13,5206409.13,02,E13,11,02130
101002671298,-7903621.49,5219439.10,09,A7,1,02128
101002761163,-7911698.76,5211802.88,1C,D4,8,02118
101002631415,-7913674.28,5209080.33,10B,B2,12,02119
101002590431,-7909953.41,5215712.95,1B,A1,3,02113
101002468845,-7911103.90,5217975.46,1A,A15,2,02129
101002659802,-7910819.30,5202000.18,07,C11,17,02124
101002487186,-7912414.70,5206692.67,03,C11,14,02121
101002683636,-7920621.18,5212852.35,04,D14,21,02135
101002329171,-7917456.39,5197858.42,08,E18,18,02136
101002476119,-7916620.37,5204212.47,02,E18,19,02131
101002676364,-7910654.32,5207225.74,03,C11,15,02122
101002530059,-7908620.04,5204057.47,07,C11,16,02122
101002760471,-7912747.54,5212045.07,10B,D4,9,02118
101002469364,-7909714.09,5204867.06,07,C11,16,02122
101002666856,-7918005.35,5198177.03,08,E18,18,02136
101002481904,-7916821.85,5204376.50,02,E18,19,02131
101002482469,-7916834.10,5204241.06,02,E18,19,02131
101002717993,-7913484.48,5207650.01,10B,B2,12,02121
101002741142,-7909321.11,5217635.57,1A,A15,2,02129
101002458122,-7910879.58,5218289.60,1A,A15,2,02129
101002663368,-7908646.52,5211335.75,05,C6,6,02127
101002734403,-7921583.00,5203235.93,06,E5,20,02132
101002420159,-7912029.52,5212948.70,1C,D4,4,02116
101002678674,-7909962.31,5216091.11,1B,A1,3,02113
101002745346,-7918216.68,5213881.10,04,D14,21,02134
101002378793,-7918305.98,5215253.63,04,D14,22,02134
101002387551,-7907926.43,5217976.50,09,A7,1,02128
101002434787,-7913328.63,5209863.10,10B,B2,12,02119
101002765818,-7909804.24,5215191.67,1B,A1,3,02109
101002604841,-7913045.89,5203210.34,07,B3,17,02124
101002493704,-7917293.41,5199450.90,08,E18,18,02136
101002464039,-7910936.14,5213364.33,1C,A1,3,02116
101002383433,-7911541.96,5206700.19,03,C11,15,02121
101002363100,-7910407.59,5214429.40,1C,A1,3,02108
101002323613,-7909160.82,5210966.81,05,C6,7,02127
101002323453,-7910828.39,5208076.02,03,C11,13,02125
101002546414,-7913074.83,5206739.33,03,B2,14,02121
101002550608,-7918274.56,5214189.90,04,D14,21,02134
101002493270,-7916688.27,5207284.23,02,E13,19,02130
101002543523,-7908734.46,5210835.80,05,C6,7,02127
101002417150,-7909463.60,5215714.45,1B,A1,3,02113
101002638633,-7913392.08,5213403.60,1C,D4,5,02115
101002360073,-7911262.63,5218146.77,1A,A15,2,02129
101002639683,-7920368.50,5205076.26,06,E5,20,02132
101002301826,-7909407.28,5214269.47,1C,A1,3,02210
101002667991,-7914903.81,5210325.35,10A,B2,10,02120
101002385599,-7910470.25,5214350.57,1C,A1,3,02111
101002479253,-7911649.93,5212971.32,1C,D4,5,02116
101002726871,-7922176.98,5212034.13,04,D14,21,02467
101002395928,-7917478.50,5199496.29,08,E18,18,02136
101002542874,-7921861.30,5204803.88,06,E5,20,02132
101002358267,-7920510.98,5212367.38,04,D14,21,02135
101002473493,-7911740.11,5203344.25,07,B3,17,02124
101002763083,-7920287.24,5205104.86,06,E5,20,02132
101002589410,-7916910.87,5204382.16,02,E18,19,02131
101002434197,-7914117.88,5213159.60,10A,D4,5,02215
101002743860,-7912880.01,5213921.76,1C,D4,5,02116
101002763050,-7912790.22,5206292.08,03,B3,14,02121
101002587370,-7912764.01,5207654.06,03,B2,14,02121
101002712172,-7915482.67,5211007.48,10A,B2,10,02120
101002683138,-7919076.93,5215144.17,04,D14,22,02135
101002636460,-7913773.92,5202897.38,07,B3,14,02126
101002389292,-7907654.65,5216231.23,09,A7,1,02128
101002655522,-7912016.17,5211373.41,1C,D4,8,02118
101002600345,-7913831.81,5203216.36,07,B3,14,02126
101002432931,-7911905.34,5218790.38,1A,A15,2,02129
101002408346,-7909149.69,5211365.87,05,C6,7,02127
101002558322,-7911048.80,5214988.30,1B,A1,3,02114
101002757334,-7910864.90,5212521.44,1C,D4,3,02118
101002547046,-7917677.91,5200824.32,08,E18,18,02136
101002370022,-7907655.78,5210661.13,05,C6,7,02127
101002504473,-7911191.29,5213543.68,1C,A1,5,02116
101002563198,-7911094.05,5211131.80,1C,C6,8,02118
101002745395,-7914977.36,5211232.11,10A,B2,10,02120
101002401436,-7909700.73,5203616.59,07,C11,16,02122
101002409547,-7918538.39,5213998.60,04,D14,21,02134
101002342991,-7910506.24,5212941.66,1C,D4,8,02118
101002634349,-7914692.31,5201824.69,07,B3,18,02126
101002648088,-7921131.03,5213631.06,04,D14,22,02135
101002675252,-7912120.03,5213832.72,1C,D4,5,02116
101002493345,-7909516.92,5217293.66,1A,A15,2,02129
101002432325,-7910061.39,5215919.35,1B,A1,3,02113
101002634607,-7912759.79,5207189.39,03,B2,14,02121
101002430698,-7910735.99,5214991.31,1B,A1,3,02114
101002669728,-7919304.70,5212743.00,04,D14,21,02135
101002366145,-7914458.09,5210840.20,10A,B2,9,02120
101002486145,-7910210.58,5203252.46,07,C11,16,02124
101002675971,-7911837.88,5213801.43,1C,D4,5,02116
101002648570,-7912880.01,5212606.84,1C,D4,4,02115
101002455969,-7911825.21,5212522.69,1C,D4,9,02118
101002409613,-7912671.84,5212829.74,1C,D4,4,02116
101002757853,-7915424.78,5209193.10,02,E13,10,02130
101002298638,-7909544.87,5215276.04,1B,A1,3,02110
101002527767,-7907407.53,5211115.89,05,C6,6,02127
101002491311,-7909942.81,5208694.24,03,C11,13,02125
101002329232,-7910076.97,5217325.00,1A,A15,2,02129
101002647001,-7917863.89,5214897.25,04,D14,22,02134
101002600634,-7910906.31,5215003.36,1B,A1,3,02114
101002736924,-7909707.86,5215979.31,1B,A1,3,02113
101002659010,-7919882.02,5214093.50,04,D14,22,02135
101002636613,-7912722.71,5213848.26,1C,D4,5,02116
101002764156,-7913651.63,5204586.40,07,B3,14,02124
101002388221,-7920937.33,5212469.80,04,D14,22,02135
101002608069,-7910098.21,5205244.91,07,C11,16,02122
101002395093,-7912585.23,5213180.44,1C,D4,4,02199
101002759292,-7910093.94,5215294.30,1B,A1,3,02109
101002404677,-7914183.57,5209355.70,10B,B2,11,02119
101002412658,-7911530.81,5214915.99,1B,A1,5,02114
101002744442,-7909639.49,5210608.43,05,C6,7,02127
101002545015,-7912229.95,5213638.38,1C,D4,5,02116
101002461357,-7911004.62,5202874.21,07,C11,16,02124
101002528512,-7910200.83,5213691.21,1C,A1,3,02111
101002393629,-7906777.46,5211130.95,05,C6,6,02127
101002372917,-7921670.93,5214027.22,04,D14,22,02135
101002735677,-7912982.42,5211871.88,10B,D4,9,02118
101002675768,-7918872.55,5213669.87,04,D14,21,02134
101002375032,-7914190.35,5210752.34,10B,B2,9,02119
101002684387,-7907602.77,5216602.36,09,A7,1,02128
101002761256,-7905348.39,5218297.09,09,A7,1,02128
101002479552,-7911145.64,5215068.14,1B,A1,5,02114
101002410849,-7908908.12,5210876.46,05,C6,7,02127
101002413885,-7914737.94,5210174.78,10A,B2,10,02120
101002764297,-7914607.70,5209364.73,10B,B2,11,02119
101002455642,-7919605.10,5204753.86,06,E5,20,02132
101002363369,-7912162.91,5213948.55,1C,D4,5,02116
101002609258,-7918556.20,5213728.97,04,D14,21,02134
101002482211,-7909885.52,5207916.45,03,C11,15,02125
101002711957,-7916910.87,5204382.16,02,E18,19,02131
101002715215,-7912585.02,5205375.73,03,B3,14,02124
101002648684,-7911890.39,5203389.39,07,B3,17,02124
101002476930,-7910553.44,5204761.72,07,C11,16,02124
101002606146,-7910368.63,5215263.99,1B,A1,3,02203
101002496897,-7908113.69,5211104.52,05,C6,6,02127
101002676999,-7909879.08,5212486.58,05,C6,6,02127
101002395320,-7915362.46,5200831.83,08,E18,18,02126
101002356590,-7916960.94,5199080.33,08,E18,18,02136
101002401792,-7913775.12,5210124.54,10B,B2,9,02119
101002372295,-7911103.34,5214830.12,1B,A1,5,02108
101002675987,-7911469.59,5212653.52,1C,D4,3,02118
101002381180,-7921402.67,5199991.01,06,E5,20,02132
101002708074,-7921075.37,5213860.02,04,D14,22,02135
101002721525,-7915069.68,5208456.90,02,E13,11,02130
101002397526,-7910307.42,5204999.49,07,C11,16,02122
101002759261,-7920019.17,5213898.22,04,D14,22,02135
101002599036,-7910236.17,5209247.29,03,C6,7,02125
101002590522,-7911443.44,5214561.26,1B,A1,5,02108
101002405347,-7909960.52,5215490.31,1B,A1,3,02113
101002681634,-7911423.95,5210799.67,1C,C6,8,02118
101002365210,-7906851.62,5215646.53,09,A7,1,02128
101002468718,-7911555.30,5212331.22,1C,D4,3,02118
101002554911,-7914029.36,5210241.49,10B,B2,9,02119
101002362555,-7922278.62,5213547.17,04,D14,22,02135
101002709201,-7913760.56,5208249.15,10B,B2,12,02121
101002461041,-7910919.66,5218300.15,1A,A15,2,02129
101002496643,-7912237.71,5205198.15,07,B3,17,02124
101002541849,-7912893.38,5203046.33,07,B3,18,02126
101002707196,-7921122.58,5213131.68,04,D14,22,02135
101002342762,-7912969.06,5212498.40,1C,D4,4,02115
101002668988,-7914669.59,5210721.52,10A,B2,10,02120
101002377307,-7916455.61,5206928.99,02,E13,11,02130
101002658356,-7911374.05,5210826.36,1C,C6,8,02118
101002546257,-7915705.31,5210140.15,10A,E13,10,02130
101002299902,-7907382.59,5215761.31,09,A7,1,02128
101002530819,-7909638.38,5210114.54,05,C6,7,02127
101002637742,-7907900.67,5217386.93,09,A7,1,02128
101002373599,-7905491.67,5218486.69,09,A7,1,02128
101002593431,-7922305.45,5212438.17,04,D14,22,02135
101002545451,-7911387.21,5213898.27,1C,A1,5,02116
101002642341,-7909360.09,5204197.41,07,C11,16,02122
101002500095,-7906795.27,5211438.15,05,C6,6,02127
101002765528,-7916575.84,5204007.83,02,E18,19,02131
101002464675,-7911319.30,5215181.13,1B,A1,5,02114
101002475097,-7909030.58,5210757.50,05,C6,7,02127
101002382921,-7910536.63,5216787.05,1A,A15,2,02129
101002560685,-7913768.33,5210078.04,10B,B2,9,02119
101002595932,-7920470.68,5211428.06,04,D14,21,02135
101002416972,-7908319.24,5210951.75,05,C6,7,02127
101002734301,-7911441.75,5215259.47,1B,A1,3,02114
101002404900,-7919914.30,5211909.54,04,D14,21,02135
101002546079,-7910656.96,5209047.05,03,B2,7,02125
101002368653,-7911881.58,5211879.79,1C,D4,9,02118
101002380786,-7910209.56,5214203.45,1C,A1,3,02110
101002738247,-7922180.79,5201158.27,06,E5,20,02132
101002377967,-7911831.52,5206378.25,03,C11,14,02121
101002407253,-7918952.53,5197067.47,08,E18,18,02136
101002407429,-7912147.86,5211213.33,10B,D4,8,02118
101002550890,-7910165.98,5217500.37,1A,A15,2,02129
101002462263,-7910569.01,5215791.29,1B,A1,3,02114
101002652183,-7910127.09,5203202.81,07,C11,16,02124
101002642817,-7909664.42,5216315.45,1B,A1,3,02109
101002417739,-7911243.25,5218507.15,1A,A15,2,02129
101002498529,-7910957.99,5217500.33,1A,A15,2,02129
101002476693,-7910940.70,5214942.05,1B,A1,5,02114
101002467309,-7907821.64,5211057.16,05,C6,6,02127
101002662345,-7911172.37,5210219.94,1C,C6,8,02118
101002686254,-7921010.80,5211820.69,04,D14,21,02135
101002458294,-7907734.91,5217999.35,09,A7,1,02128
101002298808,-7917530.96,5203819.74,02,E5,19,02131
101002668364,-7909562.69,5204687.98,07,C11,16,02122
101002648133,-7911730.59,5205524.60,03,B3,17,02124
101002722383,-7912637.11,5210183.36,10B,B2,8,02119
101002407737,-7915238.88,5209790.83,10A,E13,10,02130
101002741414,-7921132.58,5203701.16,06,E5,20,02132
101002397439,-7913100.91,5206815.13,10B,B2,14,02121
101002655002,-7916239.64,5208967.26,02,E13,19,02130
101002666282,-7913472.22,5210692.06,10B,B2,9,02120
101002642827,-7914577.64,5210795.16,10A,B2,10,02120
101002555848,-7910110.37,5216015.78,1B,A1,3,02113
101002644908,-7907672.47,5216360.81,09,A7,1,02128
101002298360,-7910916.33,5214685.20,1B,A1,5,02108
101002663647,-7916883.09,5199431.49,08,E18,18,02136
101002466600,-7919910.35,5203038.07,06,E5,20,02132
101002643203,-7916011.44,5210918.64,10A,B2,10,02115
101002604071,-7913729.38,5213620.51,10A,D4,5,02215
101002361117,-7919332.32,5214124.98,04,D14,21,02134
101002758997,-7912803.48,5213112.84,1C,D4,4,02199
101002485373,-7913645.82,5213679.55,10A,D4,5,02215
101002324577,-7916798.47,5207075.00,02,E13,11,02130
101002712394,-7911638.79,5212777.03,1C,D4,5,02116
101002473203,-7919321.63,5214040.32,04,D14,21,02134
101002374595,-7913183.92,5209554.44,10B,B2,12,02119
101002331816,-7911337.16,5212567.54,1C,D4,3,02118
101002301848,-7917412.41,5203787.55,02,E5,19,02131
101002374212,-7910195.20,5217068.36,1A,A15,2,02129
101002322012,-7916028.47,5210498.07,10A,E13,10,02130
101002669859,-7920122.91,5203771.51,06,E5,20,02132
101002408077,-7919444.55,5204701.55,06,E5,20,02132
101002310069,-7913172.49,5211691.55,10B,D4,9,02120
101002759379,-7915103.07,5207580.77,02,E13,11,02130
101002562831,-7921788.71,5205037.16,06,E5,20,02132
101002597546,-7909453.60,5205165.03,07,C11,16,02122
101002357801,-7912015.01,5219161.99,1A,A15,2,02129
101002400697,-7910716.14,5217809.84,1A,A15,2,02129
101002329480,-7910339.51,5206376.39,03,C11,15,02122
101002400993,-7922531.43,5213331.32,04,D14,22,02135
101002400786,-7918417.05,5215273.04,04,D14,22,02134
101002465973,-7913211.74,5213671.72,1C,D4,5,02115
101002377474,-7910431.63,5215920.03,1B,A1,3,02114
101002745182,-7911400.96,5215100.43,1B,A1,5,02114
101002560839,-7915423.67,5207467.87,02,E13,11,02130
101002408398,-7911639.91,5210531.64,10B,B2,8,02119
101002496114,-7908137.90,5210692.15,05,C6,7,02127
101002414625,-7915908.90,5211383.53,10A,B2,10,02115
101002732993,-7909373.45,5203098.99,07,C11,16,02124
101002733062,-7911750.11,5212935.17,1C,D4,5,02116
101002637649,-7912334.36,5204387.10,07,B3,17,02124
101002602406,-7910156.12,5217315.81,1A,A15,2,02129
101002603579,-7912733.07,5213575.32,1C,D4,5,02116
101002305562,-7917444.13,5203445.07,02,E5,19,02131
101002330352,-7907608.73,5210763.46,05,C6,7,02127
101002355617,-7914229.22,5202277.52,07,B3,18,02126
101002488047,-7910435.44,5207991.72,03,C11,13,02125
101002600064,-7913036.97,5210551.21,10B,B2,9,02119
101002668569,-7911805.78,5209679.40,03,B2,8,02119
101002461134,-7913815.46,5213514.50,10A,D4,5,02215
101002721454,-7916139.46,5206859.75,02,E13,11,02130
101002760670,-7922054.66,5202007.66,06,E5,20,02132
101002635719,-7912025.63,5211628.66,1C,D4,8,02118
101002657078,-7912090.09,5207835.16,03,B2,14,02121
101002501672,-7912676.00,5209443.03,10B,B2,12,02119
101002410342,-7918803.33,5214982.29,04,D14,22,02134
101002657849,-7920244.92,5211656.54,04,D14,21,02135
101002528540,-7913876.96,5213258.83,10A,D4,5,02215
101002304430,-7907143.71,5211161.82,05,C6,6,02127
101002604552,-7910052.50,5206752.87,03,C11,15,02122
101002668365,-7910909.66,5206126.74,03,C11,15,02122
101002396851,-7911836.32,5210999.15,10B,D4,8,02119
101002550089,-7913468.90,5208175.38,10B,B2,12,02121
101002331166,-7912103.68,5211661.71,1C,D4,8,02118
101002726223,-7910671.42,5218212.74,1A,A15,2,02129
101002684144,-7911288.15,5204060.48,07,C11,17,02124
101002380873,-7906993.42,5211127.94,05,C6,6,02127
101002491151,-7907401.50,5211648.62,05,C6,6,02127
101002498712,-7914174.66,5210551.22,10B,B2,9,02119
101002586023,-7910642.47,5217234.74,1A,A15,2,02129
101002610719,-7911694.87,5212759.03,1C,D4,5,02116
101002731746,-7920488.72,5213682.89,04,D14,22,02135
101002730926,-7922970.93,5201814.75,06,E5,20,02132
101002714362,-7919039.78,5214698.38,04,D14,22,02134
101002495553,-7919166.23,5213857.00,04,D14,21,02134
101002726855,-7907309.56,5217680.78,09,A7,1,02128
101002656224,-7911812.47,5201701.32,07,B3,17,02124
101002468384,-7910112.61,5207415.17,03,C11,15,02125
101002462324,-7906993.41,5217758.23,09,A7,1,02128
101002396610,-7913257.84,5206014.16,03,B3,14,02121
101002309060,-7917705.59,5204290.13,02,E5,19,02131
101002666327,-7912195.65,5218552.72,1A,A15,2,02129
101002643741,-7907304.01,5211040.60,05,C6,6,02127
101002415986,-7913049.93,5213425.43,1C,D4,5,02115
101002298296,-7913394.76,5209382.50,10B,B2,12,02119
101002398050,-7920886.34,5212280.78,04,D14,21,02135
101002551903,-7913681.52,5209991.08,10B,B2,9,02119
101002765363,-7921596.36,5203180.26,06,E5,20,02132
101002664595,-7910040.57,5213753.05,1C,A1,3,02111
101002528191,-7919527.86,5214917.47,04,D14,22,02135
101002486632,-7920108.25,5205092.44,06,E5,20,02132
101002322264,-7911338.95,5212587.39,1C,D4,3,02118
101002430935,-7910099.80,5208836.12,03,C11,13,02125
101002650598,-7908029.80,5217968.60,09,A7,1,02128
101002561747,-7913502.29,5212731.85,10A,D4,4,02115
101002555865,-7912128.05,5206517.92,03,C11,14,02121
101002502082,-7910117.05,5216244.80,1B,A1,3,02109
101002408726,-7909712.97,5208226.56,03,C11,13,02125
101002634441,-7922603.81,5201985.67,06,E5,20,02132
101002325385,-7908044.60,5217754.09,09,A7,1,02128
101002469788,-7910115.94,5209483.67,03,C6,7,02125
101002553866,-7913466.68,5205596.97,07,B3,14,02124
101002358758,-7916009.99,5208506.13,02,E13,19,02130
101002553389,-7911069.95,5213002.95,1C,D4,5,02118
101002725328,-7909803.24,5217338.05,1A,A15,2,02129
101002491531,-7919357.55,5214205.28,04,D14,22,02134
101002760800,-7909643.94,5212252.90,05,C6,6,02127
101002745977,-7909516.92,5217293.66,1A,A15,2,02129
101002758085,-7907606.35,5211355.18,05,C6,6,02127
101002723612,-7915258.93,5200072.22,08,E18,18,02126
101002599897,-7916409.98,5198162.18,08,E18,18,02136
101002709838,-7910619.93,5206801.52,03,C11,15,02122
101002679938,-7912494.86,5201614.07,07,B3,18,02126
101002470244,-7904418.58,5219638.47,09,A7,1,02128
101002601989,-7911579.79,5213010.48,1C,D4,5,02116
101002499649,-7911637.69,5205825.73,03,C11,17,02124
101002393912,-7911787.97,5209855.56,03,B2,8,02119
101002468411,-7910829.11,5218355.74,1A,A15,2,02129
101002721161,-7915228.86,5211195.72,10A,B2,10,02115
101002495436,-7909942.28,5210694.26,05,C6,7,02127
101002552517,-7912556.42,5213542.04,1C,D4,5,02116
101002563691,-7909547.69,5212326.11,05,C6,6,02127
101002651836,-7910438.82,5213740.89,1C,A1,3,02111
101002484823,-7913474.61,5211169.56,10B,B2,9,02120
101002323423,-7917280.49,5203494.72,02,E5,19,02131
101002528026,-7911875.91,5209146.42,03,B2,13,02125
101002676690,-7915644.08,5210888.52,10A,B2,10,02115
101002737715,-7918153.22,5214164.30,04,D14,21,02134
101002670331,-7910479.41,5205604.82,07,C11,16,02124
101002387335,-7909696.26,5215560.78,1B,A1,3,02113
101002715273,-7917763.63,5199181.83,08,E18,18,02136
101002635707,-7912442.87,5214038.10,1C,D4,5,02116
101002368652,-7911872.47,5211870.57,1C,D4,8,02118
101002322453,-7919246.38,5213850.98,04,D14,21,02134
101002608383,-7912398.01,5203068.90,07,B3,17,02124
101002545483,-7914397.30,5208399.69,10B,E13,11,02119
101002766098,-7909530.26,5216140.77,1B,A1,3,02113
101002503486,-7914851.81,5211433.04,10A,B2,4,02115
101002476029,-7913390.28,5212702.97,10A,D4,4,02115
101002367849,-7913427.71,5205621.05,07,B3,14,02124
101002389375,-7917101.27,5201334.27,08,E18,18,02136
101002604974,-7911885.94,5202626.56,07,B3,17,02126
101002362840,-7910435.00,5204671.88,07,C11,16,02124
101002588762,-7911517.45,5214693.03,1B,A1,5,02114
101002457270,-7913429.90,5213086.63,1C,D4,4,02115
101002502031,-7909751.93,5209205.13,03,C11,13,02125
101002709940,-7908159.56,5218150.87,09,A7,1,02128
101002383756,-7912018.15,5212816.27,1C,D4,4,02116
101002406184,-7921173.39,5213408.81,04,D14,22,02135
101002723595,-7910472.18,5202614.52,07,C11,16,02124
101002560043,-7912361.26,5212328.21,1C,D4,4,02118
101002381108,-7912443.64,5212176.10,1C,D4,4,02118
101002588083,-7911369.40,5215114.85,1B,A1,5,02114
101002673963,-7914733.48,5212563.16,10A,D4,5,02215
101002548295,-7922751.99,5213236.19,04,D14,22,02135
101002746502,-7907808.73,5211498.54,05,C6,6,02127
101002715083,-7914912.73,5201480.18,08,E18,18,02126
101002661487,-7907850.62,5211464.58,05,C6,6,02127
101002371922,-7920748.45,5212747.93,04,D14,21,02135
101002343430,-7913793.55,5213027.09,10A,D4,4,02215
101002500480,-7920413.03,5202205.32,06,E5,20,02132
101002323612,-7909228.10,5210982.92,05,C6,7,02127
101002746631,-7913447.07,5208924.89,10B,B2,12,02119
101002758771,-7911073.18,5210227.62,1C,C6,8,02118
101002729254,-7911859.59,5214474.07,1B,D4,5,02108
101002460111,-7911083.66,5215013.52,1B,A1,5,02114
101002434577,-7920709.14,5204763.25,06,E5,20,02132
101002557167,-7907157.91,5211021.80,05,C6,6,02127
101002404547,-7916372.12,5204672.95,02,E13,19,02130
101002666054,-7909459.61,5217172.50,1A,A15,2,02129
101002329035,-7917320.57,5204137.24,02,E5,19,02131
101002493132,-7909171.86,5204639.65,07,C11,16,02122
101002724676,-7908949.70,5213901.70,05,C6,6,02210
101002720970,-7912689.41,5210697.33,10B,B2,8,02119
101002562989,-7917598.88,5199168.29,08,E18,18,02136
101002412259,-7915656.33,5209381.30,02,E13,10,02130
101002469786,-7910753.80,5215212.77,1B,A1,3,02114
101002465611,-7912619.52,5212359.84,1C,D4,4,02118
101002362863,-7914906.79,5212102.36,10A,B2,4,02115
101002599933,-7910743.78,5212566.17,1C,D4,3,02118
101002329569,-7907882.87,5211411.05,05,C6,6,02127
101002300472,-7922530.56,5204811.71,06,E5,20,02132
101002556514,-7911341.56,5206760.85,03,C11,15,02122
101002488304,-7910134.65,5208931.38,03,C11,13,02125
101002455280,-7915710.81,5207566.71,02,E13,19,02130
101002466128,-7915740.48,5211740.09,10A,B2,4,02215
101002331837,-7916576.42,5205773.42,02,E5,19,02131
101002304062,-7921158.86,5214082.96,04,D14,22,02135
101002710496,-7912454.77,5208693.25,10B,B2,12,02119
101002487932,-7909497.79,5205784.18,07,C11,16,02122
101002565621,-7920383.01,5211379.86,04,D14,21,02467
101002484974,-7911499.42,5215166.52,1B,A1,5,02114
101002676502,-7910656.63,5217152.17,1A,A15,2,02129
101002368637,-7909440.24,5205542.78,07,C11,16,02122
101002741187,-7910433.40,5216931.07,1A,A15,2,02129
101002605240,-7909679.34,5215906.71,1B,A1,3,02113
101002639972,-7909410.28,5215694.76,1B,A1,3,02109
101002301500,-7922609.35,5214323.98,04,D14,22,02135
101002386994,-7918881.25,5213378.01,04,D14,21,02134
101002659561,-7905669.82,5218297.13,09,A7,1,02128
101002411251,-7911952.72,5211445.69,1C,D4,8,02118
101002542752,-7916371.01,5204501.40,02,E13,19,02130
101002494648,-7916142.44,5210945.36,10A,B2,10,02115
101002686786,-7918117.61,5206817.61,02,E13,19,02130
101002323472,-7920545.81,5213198.27,04,D14,22,02135
101002647872,-7907679.15,5211152.03,05,C6,6,02127
101002357098,-7911490.14,5212532.33,1C,D4,3,02118
101002642636,-7915206.60,5210195.86,10A,B2,10,02120
101002661843,-7906950.40,5215838.01,09,A7,1,02128
101002344607,-7917011.10,5205360.69,02,E5,19,02131
