id,x,y,pwd,pd,ward,zipcode
101004051549,-7916225.38,5207823.32,02,E13,19,
101003715552,-7914607.06,5212619.24,10A,D4,5,02215
101004004846,-7911283.68,5212477.31,1C,D4,3,02118
101003826279,-7911449.56,5207329.38,03,C11,15,02125
101003963251,-7914963.27,5209395.44,10A,E13,10,02130
101003614986,-7912212.16,5207948.83,03,B2,13,
101003746536,-7915611.15,5207785.47,02,E13,19,
101003586584,-7918548.41,5215547.24,04,D14,22,02134
101004034360,-7909791.01,5215599.29,1B,A1,3,02113
101004071091,-7912919.33,5213744.51,1C,D4,5,
101004005366,-7907574.51,5211156.55,05,C6,6,02127
101004011117,-7910503.47,5213563.88,1C,A1,3,02111
101003614132,-7921162.24,5211996.53,04,D14,21,02135
101004083630,-7911777.51,5211887.90,1C,D4,8,02118
101003794155,-7913844.48,5211071.63,10B,B2,9,
101003750348,-7914687.86,5203368.33,07,B3,14,02126
101004034862,-7910792.85,5212718.18,1C,D4,3,
101003785272,-7919128.40,5203696.35,06,E5,20,02131
101003741128,-7908134.94,5211756.23,05,C6,6,
101004109798,-7916918.92,5205196.49,02,E5,19,02131
101003911092,-7909573.81,5215485.45,1B,A1,3,02109
101003956276,-7909967.89,5206331.43,03,C11,15,02122
101004063486,-7913004.06,5208142.27,10B,B2,12,
101003666750,-7913623.00,5213619.10,10A,D4,5,
101003744920,-7910160.47,5208888.97,03,C11,13,02125
101003689485,-7913347.62,5212275.84,10A,D4,4,02115
101003855002,-7912099.71,5213774.63,1C,D4,5,
101003839657,-7908527.40,5216713.39,09,A7,1,02128
101004011534,-7910863.78,5215439.55,1B,A1,3,02114
101003660088,-7910232.02,5217636.15,1A,A15,2,
101003946266,-7912641.79,5211498.40,10B,D4,9,02118
101003688363,-7910732.66,5205246.30,07,C11,17,02124
101003943458,-7910996.48,5214828.61,1B,A1,5,02108
101003703141,-7914458.52,5208631.30,10B,E13,11,
101004041053,-7912601.33,5211731.60,10B,D4,9,02118
101003931733,-7913753.88,5207750.87,10B,B2,12,02121
101003686876,-7910365.30,5208979.30,03,C11,7,02125
101003627874,-7910895.19,5204811.38,07,C11,16,02124
101003888172,-7910121.51,5209561.96,03,C6,7,02125
101003622995,-7912508.21,5204903.19,03,B3,14,02124
101004102995,-7916737.25,5207219.50,02,E13,19,02130
101003763246,-7909558.23,5211149.02,05,C6,7,02127
101004018910,-7916583.63,5204891.15,02,E13,19,02130
101003722827,-7909436.14,5206400.48,07,C11,13,02125
101003694743,-7909695.16,5210233.49,05,C6,7,02127
101004014582,-7906726.26,5211358.34,05,C6,6,02127
101003875772,-7906791.93,5211519.47,05,C6,6,02127
101003973655,-7915580.63,5209708.02,10A,E13,10,02130
101003928141,-7913964.27,5208187.43,10B,B2,12,02121
101004073738,-7913712.69,5203920.55,07,B3,14,02124
101004086566,-7911736.11,5214659.88,1B,A1,5,
101003782858,-7913198.38,5213763.60,1C,D4,5,02115
101004104495,-7912885.58,5212395.98,1C,D4,4,02115
101004045018,-7907481.00,5215880.95,09,A7,1,
101003956353,-7909451.79,5211930.04,05,C6,6,02127
101003921006,-7911616.53,5210481.95,10B,B2,8,02119
101004009423,-7914570.10,5212315.01,10A,D4,5,02215
101003858791,-7911045.47,5208199.46,03,C11,15,02125
101004102727,-7908549.67,5211094.81,05,C6,7,02127
101004041224,-7913529.02,5203982.24,07,B3,14,02124
101003606704,-7909556.70,5212019.06,05,C6,6,02127
101003933442,-7915623.80,5211881.63,10A,B2,4,
101004029051,-7911312.63,5208783.58,03,B2,13,02125
101003895674,-7905462.76,5218636.21,09,A7,1,02128
101003706596,-7909728.14,5216119.08,1B,A1,3,
101003825977,-7909472.51,5210984.88,05,C6,7,02127
101004016706,-7915051.87,5207607.86,02,E13,11,02130
101003973726,-7909691.81,5216121.25,1B,A1,3,02113
101003714278,-7908822.63,5209259.18,03,C6,13,02125
101004042225,-7911030.54,5213020.41,1C,D4,3,
101004005820,-7912497.04,5211790.50,1C,D4,9,02118
101003651973,-7914608.52,5208174.62,02,E13,11,02119
101004046360,-7910294.87,5208541.92,03,C11,13,
101003851936,-7920362.48,5212165.57,04,D14,21,02135
101003790446,-7922265.95,5213997.41,04,D14,22,02135
101003681628,-7909366.77,5206143.29,07,C11,16,02122
101004012003,-7918275.69,5204328.35,06,E5,20,02131
101004083856,-7910949.98,5212463.07,1C,D4,3,
101004003755,-7909392.39,5210751.48,05,C6,7,
101003631482,-7913286.32,5213301.18,1C,D4,5,02115
101003927250,-7912798.74,5213474.40,1C,D4,5,02116
101003586081,-7919439.32,5199308.62,08,E18,18,02136
101003616378,-7911565.41,5208800.47,03,B2,13,02125
101003648423,-7907667.03,5218484.89,09,A7,1,02128
101003610072,-7911588.70,5211891.46,1C,D4,8,02118
101003655024,-7911467.25,5214937.83,1B,A1,5,02114
101003915892,-7912337.90,5203207.33,07,B3,17,02124
101003609418,-7909851.01,5205596.96,07,C11,16,02122
101003690548,-7910995.78,5214439.15,1C,A1,5,02108
101003589145,-7909789.77,5215904.29,1B,A1,3,02113
101003747257,-7908938.98,5213485.51,05,C6,6,
101004045993,-7912727.50,5210691.25,10B,B2,8,02119
101004066179,-7910547.30,5215909.66,1B,A1,3,02114
101003614249,-7910625.79,5208964.24,03,B2,7,02125
101003765184,-7922396.75,5201936.03,06,E5,20,02132
101003845996,-7922381.27,5213642.18,04,D14,22,
101003821521,-7909612.77,5215619.54,1B,A1,3,02113
101003715909,-7914973.73,5210750.80,10A,B2,10,
101003717467,-7915831.11,5202003.71,08,E18,18,02126
101003931869,-7914826.99,5210838.83,10A,B2,10,02120
101003950431,-7916558.92,5209024.18,02,E13,19,
101003690291,-7908924.13,5212003.34,05,C6,6,
101004017674,-7909155.25,5213816.32,05,C6,6,02210
101003887489,-7910640.26,5208459.90,03,C11,13,02125
101003609848,-7911575.36,5203907.00,07,C11,17,02124
101003626110,-7907996.41,5216068.51,09,A7,1,02128
101004108122,-7909799.80,5206274.23,07,C11,16,02122
101003984411,-7908577.69,5211554.47,05,C6,6,
101003749224,-7917566.58,5203779.11,02,E5,19,02131
101004008625,-7912834.37,5212352.31,1C,D4,4,02118
101003984637,-7919310.96,5204092.10,06,E5,20,02131
101004050651,-7908333.71,5210670.16,05,C6,7,02127
101003896891,-7910872.44,5203732.25,07,C11,16,
101003953596,-7915028.49,5209358.71,10A,E13,10,02130
101003983628,-7909641.72,5211426.11,05,C6,6,02127
101003835002,-7911885.93,5208681.21,03,B2,13,02125
101003581538,-7920575.54,5212743.91,04,D14,21,02135
101003854168,-7911514.13,5205566.86,03,C11,17,02124
101004079730,-7908030.91,5218031.90,09,A7,1,02128
101003962139,-7909471.41,5205292.95,07,C11,16,02122
101003886568,-7909110.57,5213883.30,05,C6,6,02210
101004039434,-7911383.88,5208450.87,03,B2,13,02125
101003889447,-7909894.42,5208917.57,03,C11,13,02125
101004109613,-7913486.54,5205256.75,07,B3,14,
101003693805,-7914361.69,5202367.79,07,B3,18,02126
101003588118,-7919463.48,5197058.45,08,E18,18,02136
101003794322,-7910569.01,5215791.29,1B,A1,3,02114
101003649151,-7910515.59,5207570.22,03,C11,15,02122
101004048970,-7920495.83,5211473.12,04,D14,21,
101003767155,-7920581.11,5213176.18,04,D14,22,02135
101003606800,-7910089.22,5215981.13,1B,A1,3,02113
101003588413,-7917826.75,5198314.52,08,E18,18,02136
101004078225,-7918041.70,5203829.05,06,E5,18,02131
101003588523,-7917681.25,5200586.65,08,E18,18,02136
101003960243,-7919394.44,5212665.59,04,D14,21,02135
101003832579,-7913182.81,5205431.42,03,B3,14,02124
101003687560,-7912957.25,5208339.01,10B,B2,12,
101003949143,-7911143.42,5215031.99,1B,A1,5,02114
101003715206,-7909965.49,5215689.91,1B,A1,3,02113
101003651286,-7921618.61,5214164.30,04,D14,22,02135
101003684677,-7911833.60,5212555.63,1C,D4,4,02118
101004001806,-7916943.20,5203112.54,02,E18,18,02131
101004042681,-7909336.72,5204266.63,07,C11,16,02122
101003658745,-7910751.94,5215162.02,1B,A1,3,02114
101003579620,-7911364.95,5212587.25,1C,D4,3,02118
101004083587,-7911390.57,5203627.12,07,C11,17,02124
101003792434,-7910010.18,5215815.40,1B,A1,3,02113
101004050183,-7913194.10,5213188.81,1C,D4,4,
101004052543,-7910970.87,5214971.73,1B,A1,3,02114
101003583534,-7913247.37,5207642.48,10B,B2,12,02121
101004032316,-7912655.14,5212414.06,1C,D4,4,02118
101004011879,-7922548.72,5204555.36,06,E5,20,02132
101003979447,-7912121.92,5211423.10,1C,D4,8,02118
101003862665,-7914348.01,5212082.11,,,,
101004072535,-7910708.16,5215125.39,1B,A1,3,02114
101004105599,-7911055.47,5217676.26,1A,A15,2,02129
101004063608,-7906301.96,5218528.41,09,A7,1,
101003715735,-7914834.79,5208738.42,10B,E13,11,02119
101004070602,-7910751.60,5215067.05,1B,A1,3,02114
101003583686,-7912048.45,5212397.49,1C,D4,4,02118
101003857354,-7913436.61,5213587.37,1C,D4,5,02115
101004063901,-7911174.60,5208709.81,03,B2,13,02125
101003900122,-7909438.09,5210830.69,05,C6,7,02127
101003648978,-7911990.57,5211409.55,1C,D4,8,02118
101004013351,-7915319.61,5209205.02,10A,E13,10,02130
101003823421,-7910117.05,5215960.03,1B,A1,3,02113
101003764166,-7920527.67,5214384.23,04,D14,22,02135
101003713536,-7910273.66,5214326.26,1C,A1,3,02110
101003882516,-7911320.43,5206062.02,03,C11,15,02124
101003899760,-7912326.87,5218667.10,1A,A15,2,
101003630614,-7914223.76,5212713.39,10A,D4,5,
101003888182,-7907042.40,5215798.82,09,A7,1,02128
101003932383,-7911946.05,5206298.32,03,C11,14,02121
101003858701,-7919163.97,5214124.24,04,D14,21,
101003661100,-7914851.81,5211433.04,10A,B2,4,
101004107875,-7914129.03,5202348.23,07,B3,18,02126
101003891744,-7910077.81,5213650.48,1C,A1,3,
101003590744,-7917317.24,5199469.09,08,E18,18,02136
101003795471,-7916477.87,5209536.37,02,E13,10,02130
101003936429,-7904140.28,5219728.90,09,A7,1,02128
101003939311,-7910890.71,5218005.51,1A,A15,2,
101004075694,-7922407.86,5213585.88,04,D14,22,02135
101003835795,-7909553.11,5212362.40,05,C6,6,02127
101003622902,-7913049.24,5204745.84,07,B3,14,02124
101004026201,-7912848.85,5207931.51,10B,B2,12,02121
101004045027,-7909597.53,5210492.48,05,C6,7,02127
101003780710,-7915150.94,5209819.43,10A,E13,10,02130
101003620861,-7919351.03,5212864.40,04,D14,21,02135
101004018960,-7919177.36,5215154.03,04,D14,22,02135
101003605919,-7909824.29,5210662.64,05,C6,7,02127
101004078015,-7920416.37,5204137.24,06,E5,20,02132
101004024136,-7921224.61,5200069.17,06,E5,20,02132
101003649202,-7911872.08,5207731.64,03,B2,14,02121
101003650477,-7910579.04,5206423.24,03,C11,15,02122
101003592460,-7916972.15,5197930.60,08,E18,18,02136
101003774601,-7912449.20,5213606.95,1C,D4,5,02116
101003619086,-7913895.26,5202065.39,07,B3,18,02126
101003774003,-7911527.49,5204439.69,07,C11,17,02124
101003875457,-7911642.13,5213099.35,1C,D4,5,02116
101003786625,-7907338.33,5216213.79,09,A7,1,02128
101003713278,-7920232.22,5211514.60,04,D14,21,
101003881183,-7909572.26,5213756.13,1C,A1,3,
101003770854,-7909360.01,5213624.27,05,C6,6,
101003842904,-7912255.52,5206227.58,03,C11,14,02121
101003592897,-7919324.33,5197100.55,08,E18,18,02136
101003928209,-7911099.42,5208435.52,03,B2,13,02125
101003935542,-7909875.64,5210669.80,05,C6,7,
101003859516,-7909969.72,5206334.49,03,C11,15,02122
101003892310,-7908140.02,5210914.11,05,C6,7,02127
101003790771,-7916586.97,5203272.03,02,E18,18,02131
101003617693,-7921485.04,5203291.60,06,E5,20,02132
101003861334,-7919792.96,5212534.56,04,D14,21,02135
101003745187,-7911170.15,5208124.19,03,C11,15,02125
101003939919,-7910916.30,5207907.93,03,C11,15,02125
101003668224,-7909168.61,5211402.02,05,C6,6,02127
101003897538,-7912357.93,5205955.16,03,B3,14,02121
101003645453,-7911597.50,5212327.30,1C,D4,3,
101004011231,-7912775.59,5212847.51,1C,D4,4,
101003825642,-7910942.19,5215027.38,1B,A1,3,02114
101003660386,-7913014.72,5206493.99,03,B3,14,02121
101003788093,-7910423.30,5214604.40,1C,A1,3,02108
101003683786,-7906876.54,5211376.41,05,C6,6,02127
101003789378,-7919407.80,5214150.74,04,D14,21,02134
101003730200,-7913454.43,5205682.75,07,B3,14,02124
101003785729,-7911382.75,5218229.32,1A,A15,2,02129
101003998489,-7907298.33,5211229.59,05,C6,6,02127
101003695710,-7909833.95,5210540.38,05,C6,7,02127
101003817433,-7911749.00,5214001.60,1C,D4,5,02116
101003668098,-7915760.88,5206531.57,02,E13,11,02130
101003622409,-7909875.64,5210669.80,05,C6,7,
101003641728,-7909336.70,5211549.60,05,C6,6,02127
101004045048,-7909823.67,5216248.51,1B,A1,3,02113
101003704232,-7911490.62,5212536.69,,,,
101003589329,-7913703.55,5208090.95,10B,B2,12,02121
101004008237,-7911072.08,5215229.48,1B,A1,3,
101003657454,-7909741.90,5217870.30,1A,A15,2,02129
101003966080,-7911369.06,5215001.56,1B,A1,5,02114
101003964982,-7911315.96,5215116.35,1B,A1,5,02114
101003797145,-7919000.44,5214566.28,04,D14,22,02135
101003952273,-7912729.64,5206988.14,03,B2,14,02121
101004103941,-7912073.74,5213192.79,1C,D4,4,02116
101003825257,-7913074.83,5206739.33,03,B2,14,02121
101003623774,-7908092.14,5217020.77,09,A7,1,02128
101004111162,-7910916.34,5205460.01,07,C11,17,02124
101003594219,-7916987.67,5199071.77,08,E18,18,
101003792804,-7908900.96,5203141.24,07,C11,16,02122
101003729370,-7915381.51,5209467.37,10A,E13,10,02130
101003764659,-7910074.77,5203157.67,07,C11,16,02124
101004017494,-7907846.12,5216076.04,09,A7,1,02128
101003654974,-7910553.84,5215330.83,1B,A1,3,
101003840624,-7916362.10,5206892.86,02,E13,11,02130
101003888403,-7917527.60,5214932.57,04,D14,22,02134
101004072225,-7909291.81,5211929.25,05,C6,6,
101003839394,-7910594.31,5209879.61,03,C6,7,02125
101003838857,-7907139.24,5218443.31,09,A7,1,02128
101003702376,-7911492.97,5212344.77,1C,D4,3,02118
101003613722,-7915287.86,5206593.33,02,E13,11,02130
101004074808,-7914781.36,5208867.90,10B,E13,11,02119
101003717701,-7912522.56,5210845.18,10B,B2,8,
101003735112,-7920912.18,5214797.94,04,D14,22,
101004110509,-7912740.87,5205028.09,03,B3,14,02124
101003884934,-7910054.73,5203505.24,07,C11,16,02124
101003718501,-7907938.52,5216440.66,09,A7,1,02128
101004071061,-7909849.44,5215816.15,1B,A1,3,02113
101003591108,-7919021.52,5213185.21,04,D14,21,02134
101004051699,-7912713.05,5202426.46,07,B3,18,02126
101004036568,-7906301.96,5218528.41,09,A7,1,
101004029184,-7905914.72,5218707.04,09,A7,1,02128
101003662385,-7903979.99,5218964.76,09,A7,1,02128
101003854607,-7914715.38,5211108.96,10A,B2,10,
101003613959,-7920409.68,5211659.55,04,D14,21,02135
101004040267,-7912898.93,5213855.49,1C,D4,5,02116
101003822373,-7913643.66,5213572.31,10A,D4,5,02215
101004080451,-7913592.46,5208810.69,10B,B2,12,02119
101004037246,-7913957.32,5213721.85,10A,D4,5,
101003709078,-7913077.72,5206460.12,03,B3,14,02121
101003926600,-7909337.82,5211249.92,05,C6,6,02127
101004027561,-7907637.96,5216390.94,09,A7,1,02128
101004072721,-7912980.21,5206680.63,03,B2,14,02121
101003700384,-7910147.10,5218167.53,1A,A15,2,02129
101003706336,-7910334.02,5213574.19,1C,A1,3,
101003933534,-7911962.73,5212588.76,1C,D4,4,02116
101003726316,-7907773.76,5217331.18,09,A7,1,02128
101003893670,-7907929.61,5216455.73,09,A7,1,02128
101004068237,-7912537.16,5204991.97,03,B3,14,02124
101003944449,-7915027.37,5211192.70,10A,B2,10,02120
101003723881,-7915725.35,5208541.21,02,E13,19,02130
101003946237,-7906952.23,5211364.36,05,C6,6,02127
101004085684,-7912392.65,5213700.64,1C,D4,5,02116
101003962268,-7911513.00,5211748.39,1C,D4,8,02118
101003859617,-7907647.98,5211414.06,05,C6,6,02127
101003937483,-7908571.73,5212722.92,05,C6,6,02210
101003668122,-7911779.06,5212591.77,1C,D4,4,02118
101003680508,-7911545.28,5214995.83,1B,A1,5,02114
101003783285,-7918780.61,5203826.13,06,E5,20,
101003985940,-7913413.41,5213262.31,1C,D4,5,02115
101003778299,-7910667.00,5206419.00,03,C11,15,
101003594734,-7919353.08,5199182.19,08,E18,18,
101003654056,-7920382.98,5203247.97,06,E5,20,02132
101003889003,-7912068.79,5212345.78,1C,D4,9,
101004052466,-7907357.43,5218346.86,09,A7,1,02128
101003628575,-7907929.61,5218018.33,09,A7,1,02128
101003837647,-7915324.59,5207444.59,02,E13,11,
101004037358,-7909252.11,5203123.06,07,C11,16,02124
101003684583,-7918538.39,5213998.60,04,D14,21,02134
101003928454,-7916178.42,5206769.44,02,E13,11,02130
101003839175,-7921896.92,5205074.76,06,E5,20,02132
101003656046,-7907942.98,5211655.01,05,C6,6,02127
101003855622,-7908928.00,5211626.08,05,C6,6,02127
101003834749,-7911047.38,5215965.66,1B,A1,3,
101004032621,-7911663.96,5205944.17,03,C11,15,02124
101003693509,-7908133.85,5218069.04,09,A7,1,02128
101004108806,-7917676.56,5207071.63,02,E13,19,
101003579788,-7913443.29,5213518.08,1C,D4,5,02115
101003999422,-7911241.40,5203652.70,07,C11,17,02124
101004008453,-7916276.39,5203174.23,02,E18,18,02131
101003896505,-7913109.34,5207517.54,10B,B2,12,02121
101003706289,-7912397.96,5208570.90,10B,B2,12,02119
101003605308,-7918823.39,5198640.41,08,E18,18,02136
101003892424,-7909953.70,5212243.96,05,C6,6,02127
101003788138,-7912542.15,5211739.50,10B,D4,9,02118
101003974247,-7915361.34,5208586.26,02,E13,19,
101003961135,-7913495.62,5202900.39,07,B3,18,02126
101003968791,-7906681.73,5211120.41,05,C6,6,02127
101003627852,-7921604.79,5204814.83,06,E5,20,
101004020529,-7916540.21,5204993.49,02,E13,19,02130
101004027956,-7921510.75,5202755.10,06,E5,20,
101003702737,-7911581.36,5211793.06,1C,D4,8,
101003659805,-7914695.54,5209989.71,10A,B2,10,
101003605866,-7917456.39,5198494.53,08,E18,18,02136
101004051566,-7912784.27,5212246.88,1C,D4,4,02118
101003608045,-7914038.85,5208273.23,10B,B2,12,02121
101003891037,-7909333.37,5207398.61,03,C11,13,02125
101003889515,-7913419.91,5212977.35,10A,D4,4,02115
101003708364,-7910590.17,5208627.01,03,C11,13,02125
101003751823,-7913549.04,5213676.24,1C,D4,5,02115
101004035560,-7910503.45,5215377.78,1B,A1,3,
101003722717,-7909467.76,5215308.63,1B,A1,3,
101003580104,-7913046.99,5211505.93,10B,D4,9,02120
101003685010,-7911477.37,5213510.60,1C,A1,5,02116
101004101626,-7917033.70,5205144.02,02,E5,19,
101003882575,-7912369.67,5206426.91,03,B3,14,
101004041369,-7910998.72,5204669.93,07,C11,16,02124
101003606599,-7917515.38,5199437.51,08,E18,18,02136
101003793594,-7907045.54,5210858.71,05,C6,7,02127
101003750763,-7910912.81,5211953.94,1C,D4,8,02118
101004039207,-7921529.55,5213113.97,04,D14,22,02135
101004085906,-7907873.96,5211653.51,05,C6,6,02127
101003765841,-7910249.52,5217344.74,1A,A15,2,02129
101003976982,-7909446.92,5207537.10,03,C11,13,02125
101004100685,-7912919.89,5211729.48,10B,D4,9,
101004077948,-7909662.54,5212554.14,05,C6,6,
101003764612,-7908626.83,5211744.00,05,C6,6,
101003653139,-7918113.16,5204081.56,06,E5,20,02131
101003961563,-7910053.74,5212439.52,05,C6,6,
101004078356,-7912463.68,5208917.58,10B,B2,12,02119
101003838596,-7916291.97,5204698.53,02,E13,19,02130
101003918380,-7907143.70,5211210.76,05,C6,6,02127
101003836968,-7918945.82,5212840.30,04,D14,21,02135
101003913466,-7921438.27,5212435.16,04,D14,22,02135
101003941245,-7907297.33,5210915.61,05,C6,6,02127
101003628302,-7911498.86,5217955.65,1A,A15,2,02129
101003874843,-7909643.40,5212335.83,05,C6,6,
101003608104,-7918288.03,5198793.90,08,E18,18,02136
101004048630,-7912456.99,5212281.52,1C,D4,4,02118
101003658081,-7913925.78,5210548.91,10B,B2,9,02119
101003608196,-7917377.35,5198637.40,08,E18,18,02136
101003668093,-7910941.94,5208279.25,03,C11,13,02125
101003608428,-7917895.10,5201082.51,08,E18,18,
101003744998,-7911018.76,5203595.52,07,C11,17,02124
101003713527,-7912131.09,5212132.78,1C,D4,9,02118
101003608481,-7916531.32,5200744.59,08,E18,18,02136
101003797138,-7911706.58,5213066.17,1C,D4,5,02116
101003787446,-7912240.47,5208487.08,03,B2,13,
101003698991,-7911986.11,5212799.62,1C,D4,4,02116
101003622433,-7911388.33,5206761.90,03,C11,15,02121
101004028805,-7912647.35,5213856.99,1C,D4,5,02116
101003693144,-7912724.16,5213454.82,1C,D4,5,02116
101003592268,-7915695.04,5211030.89,10A,B2,10,
101003891025,-7913965.81,5213091.03,10A,D4,5,
101003828924,-7918570.93,5202447.85,06,E5,18,
101003914994,-7909394.97,5215990.27,1B,A1,3,
101003749798,-7909741.82,5217850.74,1A,A15,2,02129
101003859713,-7911297.43,5214713.47,1B,A1,5,
101003973876,-7910756.03,5209050.06,03,B2,7,02125
101003764109,-7912187.77,5206761.05,03,C11,14,02121
101003720972,-7911140.09,5207942.04,03,C11,15,02125
101003653611,-7906711.84,5211539.60,05,C6,6,
101003703284,-7909619.46,5208861.87,03,C11,13,02125
101003974554,-7916883.08,5203111.04,02,E18,18,02131
101003945470,-7909171.04,5211717.15,05,C6,6,
101003689000,-7912490.24,5212105.41,1C,D4,4,
101003720076,-7919973.32,5201830.71,06,E5,20,02132
101004040414,-7912829.95,5210849.83,10B,B2,9,02119
101004071327,-7911560.89,5214978.88,1B,A1,5,
101003725939,-7909869.92,5215615.02,1B,A1,3,02113
101004004341,-7913552.08,5213422.92,1C,D4,5,
101003933787,-7918773.05,5213225.73,04,D14,21,02134
101003613595,-7912534.93,5203702.36,07,B3,17,02124
101003932271,-7918629.67,5213972.99,04,D14,21,02134
101003853241,-7912027.31,5206438.30,03,C11,14,02121
101003586851,-7914753.54,5202453.55,07,B3,18,02126
101003594657,-7906154.06,5218381.52,09,A7,1,02128
101004109144,-7914458.54,5203148.65,07,B3,14,02126
101003715867,-7921840.14,5205078.24,06,E5,20,
101003608885,-7911378.31,5207344.43,03,C11,15,02125
101003594260,-7911704.70,5206772.44,03,C11,15,02121
101003692772,-7913789.51,5204186.89,07,B3,14,02124
101003956614,-7921678.72,5214278.79,04,D14,22,02135
101004102593,-7912560.52,5212829.74,1C,D4,4,02116
101003668565,-7921151.09,5199977.47,06,E5,20,02132
101003933357,-7913485.48,5212702.52,10A,D4,4,
101003931922,-7918022.58,5213870.99,04,D14,21,02134
101003669801,-7908074.38,5216352.72,09,A7,1,02128
101003961173,-7911559.76,5212578.22,1C,D4,3,02118
101003770076,-7909942.07,5210219.68,05,C6,7,02127
101003729458,-7906914.94,5215844.44,09,A7,1,02128
101003609116,-7911092.01,5204611.50,07,C11,16,02124
101003591810,-7912600.60,5212037.54,1C,D4,9,02118
101003775061,-7911800.21,5213133.99,1C,D4,5,02116
101003609446,-7918931.37,5197314.07,08,E18,18,02136
101003860338,-7921723.25,5214516.80,04,D14,22,02135
101003770686,-7918125.36,5203943.29,06,E5,20,
101003693906,-7910800.13,5215728.33,1B,A1,3,02114
101003850530,-7908398.28,5210846.34,05,C6,7,02127
