id,x,y,pd,ward,zipcode,beat,ct
75,-9765125.37,5156233.65,17,35,60625,1723,1406.02
76,-9755410.22,5138570.21,9,25,60616,0914,8411
77,-9756491.49,5123935.22,6,17,60620,0621,7101
78,-9763211.08,5134541.05,9,12,60632,0911,5803
79,-9760454.21,5155244.05,19,47,60625,1911,409
80,-9765586.4,5143585.27,11,28,60624,1122,2601
81,-9760013.73,5149035.74,14,32,60614,1432,8323
82,-9756901.01,5143371.71,12,27,60607,1224,8330
83,-9767863.04,5148495.16,25,36,60639,2533,1911
84,-9771018.18,5153511.84,16,38,60634,1633,1506
85,-9766060.28,5127461.49,8,13,60629,0813,6503.01
86,-9754142.3,5128100.49,3,20,60637,0311,4008
87,-9762117.54,5132884.67,9,15,60632,0922,5805.02
88,-9770358.7,5147392.1,25,29,60651,2531,2506
89,-9755821.29,5145121.52,18,42,60654,1831,818
90,-9765279.27,5155485.36,17,35,60625,1723,1406.02
91,-9767300.89,5155514.77,17,39,60630,1722,1601
92,-9771917.29,5151734.89,25,36,60634,2511,1904.01
93,-9747432.65,5122047.39,4,7,60617,0423,4604
94,-9754597.12,5146021.77,18,42,60611,1833,812.01
95,-9765111.85,5154053.42,17,45,60618,1723,1604
96,-9770158.91,5129014.95,8,23,60638,0811,5611
97,-9755598.22,5120738.62,22,21,60620,2223,7115
98,-9755715.43,5143211.6,1,42,60606,0122,8391
99,-9757652.73,5127930.3,7,16,60621,0724,6810
100,-9760439.65,5125966.14,8,17,60636,0832,6610
101,-9752146.92,5116575.26,5,9,60628,0512,5002
102,-9757114.51,5142506.78,12,25,60607,1232,8419
103,-9756756.87,5110347.07,5,34,60643,0523,5305.03
104,-9762496.97,5132715.72,9,15,60632,0922,8428
105,-9776005.71,5152167.94,16,38,60634,1631,1707
106,-9758150.71,5136802.98,9,11,60608,0913,6007
107,-9769527.33,5146355.64,25,37,60651,2532,2507
108,-9756644.69,5149840.95,19,43,60614,1935,702
109,-9759960.73,5152292.29,19,47,60657,1922,512
110,-9754905.6,5117376.32,5,9,60628,0511,4907
111,-9761929.43,5151702.45,14,33,60618,1411,2109
112,-9763679.54,5148406.38,14,1,60647,1422,2227
113,-9772726.81,5160836.15,16,41,60631,1611,1002
114,-9757798.61,5138014.26,9,11,60608,0913,8402
115,-9767432.52,5158780.14,17,39,60646,1711,1203
116,-9765932.19,5147903.27,25,26,60639,2534,2305
117,-9761381.73,5129067.53,8,16,60629,0824,8351
118,-9760342.33,5156975.55,20,40,60640,2032,404.02
119,-9758052.81,5159861.16,24,48,60660,2433,301.01
120,-9757722.06,5150217.04,19,43,60614,1932,704
121,-9753607.24,5122905.73,6,6,60619,0631,4403
122,-9756880.13,5150927.3,19,44,60657,1934,634
123,-9759913.65,5131154.1,9,16,60609,0932,6116
124,-9759563.49,5128957.17,7,15,60636,0714,6706
125,-9754790.99,5138419.47,1,3,60616,0131,8410
126,-9768326.08,5152059.14,16,31,60641,1634,1510.02
127,-9765932.76,5148631.24,25,26,60639,2525,2004.02
128,-9758911.09,5141057.05,12,28,60607,1231,2831
129,-9766418.99,5140652.35,10,24,60623,1011,2909
130,-9762391.9,5142761.09,11,27,60612,1124,8370
131,-9762657.21,5114805.78,22,19,60655,2211,7401
132,-9761944.31,5147467.91,14,1,60622,1423,2410
133,-9771171.22,5158317.66,16,45,60630,1622,1102
134,-9768817.01,5143848.55,15,28,60644,1532,2518
135,-9764173.65,5155504.41,17,33,60625,1724,1407.02
136,-9755920.81,5148133.12,18,43,60614,1813,717
137,-9755094.62,5134447.22,9,3,60609,0925,8355
138,-9757658.06,5143866.16,12,27,60607,1214,8330
139,-9770715.21,5143207.15,15,29,60644,1513,2520
140,-9759175.44,5142509.34,12,27,60612,1231,8381
141,-9770957.25,5153328.93,16,38,60634,1633,1506
142,-9757440.66,5122321.56,6,21,60620,0613,7110
143,-9752996.55,5132404.09,2,3,60615,0223,3812
144,-9764664.54,5156769.18,17,33,60625,1712,1402
145,-9773596.83,5148249.85,25,29,60707,2513,2505
146,-9763017.46,5129015.59,8,14,60629,0824,6308
147,-9756565.65,5127651.66,7,20,60621,0723,6810
148,-9765489.31,5145408.24,11,37,60651,1112,2312
149,-9767265.6,5132907.8,8,22,60632,0815,5601
150,-9758997.46,5147318.88,14,2,60642,1433,2416
151,-9764098.46,5137901.03,10,22,60623,1024,3007
152,-9752957.78,5116734.54,5,9,60628,0512,4909.02
153,-9757003.36,5131433.29,9,20,60609,0933,6110
154,-9761934.64,5132194.79,9,14,60632,0922,8428
155,-9753801.27,5128336.67,3,20,60637,0311,4008
156,-9751127.88,5125867.56,3,5,60619,0324,8418
157,-9764322.27,5140201.88,10,24,60623,1021,2912
158,-9774311.7,5148262.23,25,29,60707,2513,2505
159,-9759910.35,5146024.16,12,2,60622,1212,2422
160,-9761375.75,5157279.68,20,40,60625,2031,404.01
161,-9756447.21,5137698.74,9,11,60616,0914,6004
162,-9767023.43,5151014.87,25,31,60641,2523,2001
163,-9765295.4,5154645.25,17,39,60618,1723,1604
164,-9763171.97,5132091.2,8,14,60632,0821,8428
165,-9761830.54,5133382.02,9,15,60632,0922,5806
166,-9755705.01,5113073.3,5,34,60628,0524,5302
167,-9769435.46,5147423.72,25,37,60651,2532,2503
168,-9753825.54,5111199.06,5,9,60628,0532,5306
169,-9761646.66,5155048.29,19,47,60618,1911,503
170,-9753810.83,5126904.81,3,6,60637,0322,6904
171,-9769828.75,5161471.26,16,41,60646,1621,1202
172,-9759866.29,5130516.1,9,16,60609,0932,6116
173,-9766068.17,5127215.57,8,13,60629,0833,6503.01
174,-9759618.68,5124043.61,6,17,60620,0611,7104
175,-9757987.69,5144361.23,12,27,60642,1215,2434
176,-9759969.7,5113741.38,22,19,60643,2212,7505
177,-9756887.37,5122443.14,6,21,60620,0613,7110
178,-9758019.73,5125990.37,7,6,60636,0734,8349
179,-9756274.83,5151197.3,19,44,60657,1934,633.01
180,-9769290.7,5157353.09,16,45,60630,1623,1105.01
181,-9760161.61,5127972.79,7,16,60636,0714,6705
182,-9763249.86,5150461.17,14,32,60647,1411,2205
183,-9759778.23,5146407.53,12,1,60622,1212,2422
184,-9755653.11,5124750.04,6,6,60620,0621,6912
185,-9761755.35,5130005.96,8,15,60629,0824,8351
186,-9762565.39,5122939.83,8,18,60652,0835,7005.01
187,-9759542.27,5148218.41,14,32,60622,1433,8323
188,-9771890.52,5151888.97,16,36,60634,1633,1711
189,-9748081.92,5125304.25,3,7,60649,0334,4308
190,-9762475.98,5150446.66,14,32,60647,1411,2204
191,-9771908.1,5158483.43,16,45,60646,1622,1001
192,-9773515.61,5160216.87,16,41,60631,1611,1002
193,-9762211.95,5149687.68,14,1,60647,1431,2214
194,-9768790.97,5147236.3,25,37,60651,2533,2508
195,-9760352.6,5151944.87,19,32,60618,1921,511
196,-9769991.25,5144397.74,15,29,60644,1512,2514
197,-9766698.79,5143807.99,11,28,60624,1113,2604
198,-9763151.45,5131798.49,9,14,60632,0922,8428
199,-9761476.07,5142808.88,11,27,60612,1125,2808
200,-9756555.87,5135881.22,9,11,60616,0915,8397
201,-9760688.93,5135250.34,9,12,60609,0912,5905
202,-9757894.18,5155062.05,19,46,60613,1915,8307
203,-9745047.75,5121195.71,4,10,60617,0424,4601
204,-9748841.97,5119378.98,4,7,60617,0431,5103
205,-9755376.71,5144224.0,18,42,60654,1831,818
206,-9760854.57,5162794.2,24,50,60645,2411,204
207,-9758193.13,5144702.05,12,1,60642,1215,2434
208,-9768467.99,5132594.06,8,22,60638,0814,5602
209,-9762048.56,5143769.49,12,27,60612,1222,8371
210,-9755439.67,5138654.97,9,25,60616,0914,8411
211,-9756331.51,5128095.9,7,16,60621,0711,6809
212,-9771864.83,5157653.08,16,45,60630,1622,1103
213,-9771724.66,5160197.06,16,39,60646,1611,1001
214,-9765786.09,5123271.66,8,18,60652,0834,7003.01
215,-9756630.12,5123610.41,6,17,60620,0621,7108
216,-9758612.54,5114593.3,22,34,60643,2234,7506
217,-9762054.65,5148607.8,14,1,60647,1421,8324
218,-9760000.47,5115514.18,22,19,60643,2212,7502
219,-9757151.64,5120030.85,22,21,60620,2222,7302.02
220,-9767704.86,5147045.81,25,37,60651,2533,8313
221,-9752540.13,5120922.62,6,6,60619,0633,4409
222,-9767336.77,5147844.61,25,36,60639,2533,8313
223,-9754270.26,5131192.62,2,3,60615,0225,8361
224,-9753741.31,5136040.22,2,4,60616,0211,8395
225,-9769512.72,5130980.94,8,14,60638,0814,5607
226,-9754815.93,5146616.66,18,2,60610,1824,802.02
227,-9767114.19,5155095.21,17,39,60641,1722,1602
228,-9758955.78,5147524.03,14,2,60642,1433,2416
229,-9760331.05,5120623.47,22,19,60620,2221,7201
230,-9756121.88,5119857.49,22,21,60620,2223,7301
231,-9766046.13,5131754.86,8,14,60632,0815,5703
232,-9757864.34,5151963.82,19,44,60657,1933,629
233,-9761619.97,5163889.07,24,49,60645,2411,201
234,-9765968.58,5122878.51,8,18,60652,0834,7003.01
235,-9762708.83,5150593.77,14,32,60647,1411,2204
236,-9760967.98,5157412.21,20,40,60625,2012,401
237,-9754628.77,5139760.96,1,3,60616,0131,3302
238,-9771033.92,5158754.93,16,45,60646,1622,1101
239,-9767535.93,5131657.33,8,22,60638,0814,5603
240,-9758826.68,5158140.33,20,48,60640,2013,308
241,-9762764.12,5132920.35,9,15,60632,0922,5805.02
242,-9759013.46,5118182.99,22,19,60643,2213,7202
243,-9761027.68,5136616.21,9,25,60608,0912,8413
244,-9754189.66,5126351.79,3,6,60637,0322,6904
245,-9753070.34,5113730.82,5,9,60628,0532,5301
246,-9766223.46,5136995.35,10,22,60623,1031,3018.01
247,-9754751.57,5142938.75,1,42,60604,0113,8391
248,-9750412.55,5128195.79,3,20,60637,0314,4201
249,-9759138.89,5154950.6,19,47,60613,1912,601
250,-9762731.58,5129715.19,8,14,60629,0824,6308
251,-9753187.59,5134437.14,2,3,60653,0214,3802
252,-9753765.86,5126478.11,3,6,60637,0322,6904
253,-9757495.16,5113794.16,5,34,60643,0524,5303
254,-9764525.32,5144875.21,11,27,60624,1121,2315
255,-9748338.4,5123676.84,4,7,60617,0414,4605
256,-9763227.21,5160775.36,24,50,60645,2412,206.01
257,-9754696.47,5129206.14,2,20,60621,0232,8345
258,-9771485.91,5161593.54,16,41,60646,1621,1201
259,-9754298.46,5115038.51,5,34,60628,0522,4913
260,-9752210.72,5116988.22,5,9,60628,0512,5002
261,-9763579.89,5139161.27,10,24,60623,1022,8416
262,-9769625.58,5160248.59,16,39,60646,1621,1202
263,-9761163.26,5125773.96,8,18,60629,0832,6610
264,-9764383.97,5150952.31,14,35,60618,1412,2106.02
265,-9761653.55,5149605.81,14,1,60647,1431,2215
266,-9756417.69,5148644.27,18,43,60614,1813,716
267,-9754882.82,5112254.26,5,34,60628,0523,5305.01
268,-9763214.06,5158749.84,20,40,60659,2011,207.01
269,-9770671.25,5142612.22,15,29,60644,1513,2521.01
270,-9771833.77,5151769.32,16,36,60634,1633,1711
271,-9755543.18,5123173.92,6,17,60620,0621,8424
272,-9757432.0,5140238.15,12,11,60608,1232,2838
273,-9776109.79,5157966.68,16,41,60656,1613,1005
274,-9753765.37,5133101.15,2,3,60653,0215,8358
275,-9751910.49,5125349.72,3,8,60619,0323,8418
276,-9762887.78,5156793.01,20,40,60625,2031,403
277,-9768507.48,5156575.71,16,45,60630,1623,1204
278,-9754554.16,5115170.31,5,34,60628,0513,4910
279,-9770803.36,5156720.94,16,45,60630,1622,1104
280,-9769500.63,5156197.44,16,45,60630,1623,1105.02
281,-9760724.2,5146905.64,14,2,60622,1424,2413
282,-9763562.75,5156256.84,17,33,60625,1713,1401
283,-9761501.64,5156463.27,20,40,60625,2031,402.01
284,-9756111.53,5125195.33,7,6,60621,0732,6813
285,-9743829.03,5117172.17,4,10,60617,0432,5201
286,-9754484.17,5117497.92,5,9,60628,0511,4907
287,-9762091.07,5146078.69,12,1,60622,1211,2426
288,-9766283.13,5142557.18,11,28,60624,1132,2606
289,-9761014.01,5142147.65,12,28,60612,1225,8380
290,-9760451.81,5135532.34,9,12,60609,0912,5905
291,-9759773.02,5159026.05,20,40,60660,2012,304
292,-9765509.85,5139604.97,10,24,60623,1012,2925
293,-9753083.75,5123088.1,6,6,60619,0631,4402.01
294,-9760236.24,5157210.96,20,40,60640,2032,404.02
295,-9765947.72,5141744.51,11,24,60624,1132,2610
296,-9756915.48,5135556.16,9,11,60609,0915,8399
297,-9748790.62,5126896.22,3,5,60649,0331,4301.01
298,-9763279.54,5143305.58,12,27,60612,1222,8369
299,-9750887.88,5118916.08,5,8,60628,0511,5001
300,-9753062.82,5115743.3,5,9,60628,0513,4909.01
301,-9764466.72,5149289.14,14,35,60647,1413,2210
302,-9767665.62,5144591.22,11,28,60644,1111,2517
303,-9772082.24,5150378.61,25,30,60639,2512,1906.01
304,-9756380.31,5132879.32,9,11,60609,0925,8426
305,-9765547.98,5155282.69,17,35,60625,1723,1406.01
306,-9774887.68,5153367.2,16,38,60634,1631,1704
307,-9756390.38,5119782.3,22,21,60620,2223,7301
308,-9758367.66,5132842.94,9,15,60609,0924,8426
309,-9759915.17,5150291.18,19,32,60614,1931,707
310,-9765499.05,5123383.53,8,18,60652,0834,7003.01
311,-9758711.66,5126795.33,7,16,60636,0725,6715
312,-9756197.59,5141128.51,1,25,60607,0124,8419
313,-9758508.88,5161375.75,24,49,60626,2432,105.02
314,-9755856.57,5147754.16,18,2,60614,1814,715
315,-9752584.75,5124072.75,6,6,60619,0624,6914
316,-9764251.15,5145476.92,11,27,60651,1121,8366
317,-9759278.84,5139438.65,12,25,60608,1234,3108
318,-9756344.63,5151494.26,19,44,60657,1934,632
319,-9761330.26,5130505.8,9,14,60632,0923,6305
320,-9762445.26,5142240.65,11,27,60612,1135,8370
321,-9753316.31,5114406.24,5,9,60628,0531,4914
322,-9757863.0,5129377.36,7,16,60636,0713,6701
323,-9776245.52,5159932.48,16,41,60631,1612,1004
324,-9764662.03,5156731.45,17,33,60625,1712,1402
325,-9763742.17,5149922.63,14,32,60647,1413,2206.01
326,-9754369.4,5112498.81,5,9,60628,0523,5305.01
327,-9755866.29,5146747.67,18,27,60610,1821,804
328,-9759428.57,5115164.22,22,19,60643,2212,7502
329,-9761847.6,5135249.32,9,12,60632,0911,5801
330,-9744220.27,5117231.46,4,10,60617,0432,5204
331,-9755274.38,5147943.97,18,43,60614,1814,715
332,-9763503.66,5148238.82,14,1,60647,1421,2227
333,-9767360.47,5156588.01,17,39,60630,1712,1404
334,-9759895.61,5151978.46,19,47,60657,1922,512
335,-9755073.34,5133349.7,9,3,60609,0925,8355
336,-9760591.9,5138843.04,10,25,60608,1034,8413
337,-9748847.31,5126905.7,3,5,60649,0331,4301.01
338,-9768413.0,5154560.53,16,45,60641,1624,1502
339,-9760571.95,5145102.87,12,1,60612,1221,2430
340,-9752682.96,5121448.32,6,9,60619,0632,4407
341,-9768603.67,5142152.2,15,29,60644,1533,2522.01
342,-9759237.88,5139190.28,12,25,60608,1234,3108
343,-9759770.11,5127211.24,7,15,60636,0726,6713
344,-9757720.63,5148264.86,18,43,60614,1811,8326
345,-9770310.57,5149887.78,25,30,60639,2515,1906.02
346,-9768990.85,5149170.86,25,36,60639,2515,1912
347,-9752265.66,5115737.89,5,9,60628,0513,5002
348,-9762401.24,5161109.54,24,50,60645,2412,206.02
349,-9751307.41,5133298.89,2,4,60653,0222,3902
350,-9758244.66,5156093.1,19,46,60640,1913,317
351,-9750090.91,5120227.97,4,8,60619,0413,4803
352,-9774574.87,5157869.2,16,41,60656,1613,1006
353,-9769386.64,5157159.33,16,45,60630,1623,1105.01
354,-9758996.57,5150717.47,19,32,60614,1932,706
355,-9763395.46,5141658.27,11,24,60624,1134,8373
356,-9746217.49,5121231.02,4,10,60617,0423,4607
357,-9761113.17,5138495.69,10,25,60608,1034,8413
358,-9770845.77,5156004.16,16,45,60630,1622,1504.01
359,-9763770.12,5141663.55,11,24,60624,1134,8373
360,-9755319.11,5126309.47,7,6,60621,0731,6812
361,-9761679.23,5137960.17,10,24,60608,1034,3012
362,-9755405.78,5137209.03,9,11,60616,0914,3403
363,-9768318.6,5143888.83,15,28,60644,1532,2518
364,-9765471.27,5146071.68,11,37,60651,1112,2312
365,-9753715.88,5135924.8,2,4,60616,0211,8395
366,-9757356.02,5113919.46,22,34,60643,2234,7506
367,-9777283.78,5153661.21,16,38,60634,1631,1705
368,-9755209.08,5132970.18,9,3,60609,0925,8355
369,-9762572.01,5159548.51,20,40,60659,2011,208.02
370,-9755822.62,5148754.17,18,43,60614,1814,715
371,-9765536.53,5128221.69,8,23,60629,0813,6502
372,-9757819.39,5124895.68,7,17,60636,0734,6718
373,-9761229.75,5143999.81,12,27,60612,1222,8378
374,-9765287.84,5154576.0,17,39,60618,1723,1604
375,-9754910.6,5139705.56,1,3,60616,0131,3302
376,-9764392.54,5147253.11,14,26,60651,1422,2308
377,-9770627.2,5156797.22,16,45,60630,1622,1104
378,-9772024.46,5152058.62,16,36,60634,1633,1711
379,-9767553.89,5133683.25,8,22,60632,0815,5601
380,-9760383.57,5116717.63,22,19,60643,2212,7206
381,-9771417.0,5157679.87,16,45,60630,1622,1104
382,-9771821.5,5127840.87,8,13,60638,0812,6404
383,-9757068.4,5153890.15,19,46,60613,1925,608
384,-9761129.14,5136443.11,9,25,60608,0911,8413
385,-9753052.53,5109502.55,5,9,60827,0533,5401.01
386,-9765288.75,5141190.79,11,24,60624,1132,8430
387,-9768750.87,5153156.54,16,30,60641,1634,1508
388,-9748710.79,5126883.19,3,5,60649,0331,4301.01
389,-9765508.83,5126170.75,8,13,60629,0833,6505
390,-9761130.7,5153251.43,19,47,60618,1921,505
391,-9773963.42,5158472.38,16,41,60631,1612,1003
392,-9764861.41,5130142.15,8,23,60632,0822,6201
393,-9761379.15,5156282.07,20,47,60625,2031,404.01
394,-9756830.11,5127526.86,7,16,60621,0723,6810
395,-9755550.95,5145097.66,18,42,60654,1831,818
396,-9752292.51,5131208.44,2,5,60615,0233,8363
397,-9772270.13,5160282.03,16,39,60646,1611,1001
398,-9772327.23,5128369.18,8,13,60638,0812,6404
399,-9750392.0,5124907.81,3,8,60619,0324,4304
400,-9756516.84,5144039.51,12,42,60661,1214,2801
401,-9755044.2,5140025.21,9,25,60616,0914,3302
402,-9754720.18,5116454.36,5,34,60628,0512,4910
403,-9759456.69,5150145.71,19,32,60614,1931,707
404,-9745566.58,5121292.82,4,10,60617,0424,4607
405,-9765772.52,5132931.78,8,14,60632,0815,5702
406,-9761722.64,5150833.69,14,33,60618,1411,2109
407,-9760660.34,5139368.1,12,25,60608,1234,8412
408,-9751705.56,5122897.09,6,8,60619,0631,4401.02
409,-9774637.47,5157124.58,16,41,60656,1613,1007
410,-9750696.84,5130623.7,2,5,60615,0234,4107
411,-9750849.75,5118531.29,5,8,60628,0511,5001
412,-9759238.29,5152310.24,19,47,60657,1922,625
413,-9753409.79,5122819.74,6,6,60619,0631,4403
414,-9751531.01,5118826.09,5,8,60628,0511,5001
415,-9745590.32,5120103.45,4,10,60617,0424,4610
416,-9754481.25,5144544.83,18,42,60611,1834,815
417,-9767985.2,5152684.11,16,31,60641,1634,1510.02
418,-9762158.35,5148397.76,14,1,60647,1421,8324
419,-9758074.5,5114152.5,22,34,60643,2234,7506
420,-9749929.32,5126273.36,3,5,60649,0332,4302
421,-9759614.67,5154417.88,19,47,60613,1912,602
422,-9764641.85,5151946.31,17,35,60618,1732,8311
423,-9758695.09,5125353.06,7,17,60636,0735,6720
424,-9758869.13,5126657.66,7,16,60636,0725,6715
425,-9752454.0,5132390.08,2,4,60615,0223,8436
426,-9770211.59,5152224.31,16,36,60634,1633,1512
427,-9759918.19,5148238.57,14,32,60622,1434,8310
428,-9763876.47,5146058.56,11,26,60651,1121,8366
429,-9766832.08,5156929.35,17,39,60630,1712,1404
430,-9772639.26,5153928.03,16,38,60634,1632,1701
431,-9765501.99,5122308.39,8,18,60652,0834,7003.02
432,-9761583.39,5153421.61,19,47,60618,1921,8437
433,-9769591.76,5144786.11,15,37,60644,1524,2515
434,-9766066.81,5140247.96,10,24,60623,1011,2909
435,-9774276.48,5151622.11,25,29,60634,2511,1801
436,-9749834.8,5126562.96,3,5,60649,0332,4302
437,-9759205.12,5147600.02,14,2,60622,1433,2415
438,-9768526.41,5152378.04,16,31,60641,1634,1510.01
439,-9752726.92,5132614.94,2,4,60653,0221,8436
440,-9758460.0,5160858.64,24,49,60626,2432,105.03
441,-9746428.9,5123073.67,4,7,60617,0422,4601
442,-9772259.51,5155564.75,16,38,60630,1622,1505.01
443,-9752630.24,5120752.52,6,8,60619,0633,4409
444,-9759112.94,5145609.49,12,1,60622,1213,2421
445,-9753191.41,5120101.28,6,9,60619,0633,4903
446,-9763808.9,5113673.84,22,19,60655,2211,7404
447,-9770733.91,5130134.45,8,23,60638,0811,5608
448,-9763430.22,5138384.58,10,12,60623,1024,3008
449,-9760499.07,5144150.34,12,27,60612,1223,8378
450,-9765716.22,5151248.84,25,30,60618,2523,2105.02
451,-9751154.82,5119285.77,5,8,60628,0511,5001
452,-9762328.09,5143355.6,12,27,60612,1222,8370
453,-9763051.69,5158639.38,20,40,60659,2011,207.01
454,-9764700.47,5147026.7,25,26,60651,2535,2307
455,-9756184.47,5136050.06,9,11,60616,0915,8400
456,-9757796.33,5123093.86,6,21,60620,0613,7107
457,-9760382.52,5156867.56,20,40,60640,2032,404.02
458,-9759052.6,5129768.6,7,15,60636,0715,6703
459,-9758165.92,5126550.62,7,17,60636,0725,6716
460,-9763543.32,5123475.23,8,18,60652,0834,7004.01
461,-9758277.07,5151728.11,19,32,60657,1933,628
462,-9760966.62,5142899.39,12,27,60612,1223,2809
463,-9757759.85,5119747.11,22,21,60620,2222,7302.01
464,-9772749.67,5156553.58,16,45,60656,1613,1007
465,-9763073.43,5127799.33,8,17,60629,0823,6605
466,-9758749.12,5154652.19,19,47,60613,1912,601
467,-9770809.03,5153411.83,16,38,60634,1633,1506
468,-9760514.81,5134522.02,9,12,60609,0912,5905
469,-9760521.86,5153856.53,19,47,60618,1921,505
470,-9757102.93,5148583.97,18,43,60614,1813,8326
471,-9759307.7,5143474.16,12,27,60612,1224,8381
472,-9748785.49,5126834.69,3,5,60649,0331,4301.01
473,-9761964.26,5139868.27,10,24,60608,1023,2916
474,-9759312.52,5124654.26,6,17,60620,0611,7104
475,-9763201.11,5139533.2,10,24,60623,1022,8431
476,-9756613.16,5149431.02,18,43,60614,1812,712
477,-9755921.24,5139799.24,12,25,60616,1235,8419
478,-9752314.67,5133040.17,2,4,60653,0221,3903
479,-9772396.89,5156390.93,16,45,60630,1622,1103
480,-9758775.03,5132249.91,9,20,60609,0933,6112
481,-9763856.19,5152927.0,17,35,60618,1733,8311
482,-9759493.55,5121249.23,22,21,60620,2221,7113
483,-9753917.65,5145265.49,18,42,60611,1834,814.01
484,-9757410.98,5147651.16,18,2,60614,1813,8326
485,-9770832.62,5147507.48,25,29,60639,2531,2504
486,-9766223.45,5160346.56,17,39,60646,1711,1203
487,-9773313.54,5148877.82,25,29,60707,2512,2505
488,-9767879.06,5148335.83,25,36,60639,2533,1911
489,-9758009.35,5143654.45,12,27,60607,1224,8330
490,-9761513.33,5163569.21,24,50,60645,2411,201
491,-9773324.51,5130045.09,8,23,60638,0811,5609
492,-9755547.14,5143952.42,1,42,60606,0122,8391
493,-9762410.79,5128230.4,8,16,60629,0823,6603.02
494,-9745769.12,5122601.74,4,10,60617,0424,4602
