id,x,y,pd,ward,zipcode,beat,ct
777587,-9765217.13,5139009.66,10,24,60623,1014,2924
1432731,-9761359.33,5163067.61,24,50,60645,2411,201
2270802,-9750543.75,5109626.36,5,9,60827,0533,5401.02
2090436,-9745814.82,5123462.39,4,7,60617,0422,4601
1593816,-9753005.97,5133160.88,2,3,60653,0221,8360
690221,-9770475.46,5143322.61,15,29,60644,1513,2520
71541,-9759200.87,5147514.31,14,2,60622,1433,2415
1516293,-9760124.02,5131414.91,9,15,60609,0931,6115
1009852,-9755543.09,5137203.7,9,11,60616,0914,3403
2438924,-9766659.5,5123909.82,8,18,60652,0834,7002
1290817,-9778415.41,5155171.7,16,38,60656,1614,7608.02
1657982,-9751528.02,5128299.3,3,20,60637,0314,4203
863181,-9757140.24,5139550.86,12,25,60608,1235,3103
400367,-9760276.79,5150228.37,19,32,60614,1931,707
2050453,-9758792.42,5123217.01,6,21,60620,0611,7105
556763,-9756759.95,5153948.75,19,46,60613,1925,608
240601,-9764042.96,5149444.27,14,35,60647,1413,2211
566531,-9758204.98,5155777.26,19,46,60640,1913,8307
89374,-9760347.56,5146607.7,14,1,60622,1424,2414
1138492,-9769810.9,5156641.72,16,45,60630,1623,1105.02
1214909,-9771805.57,5159354.73,16,45,60646,1622,1001
2001638,-9756795.33,5118888.1,22,21,60643,2223,7304
2343043,-9758510.87,5155804.0,19,46,60640,1913,317
2490293,-9769649.37,5131004.92,8,14,60638,0814,5607
1474388,-9763262.71,5131161.23,8,14,60632,0822,6303
61,-9756038.53,5146982.94,18,27,60610,1821,804
1219657,-9770515.14,5161233.23,16,41,60646,1621,1201
2293946,-9755746.42,5110961.45,5,9,60628,0523,5305.03
2529921,-9762846.16,5127659.52,8,17,60629,0823,6606
956066,-9763744.75,5132978.28,8,14,60632,0821,5804
1559092,-9755953.66,5132971.32,9,11,60609,0925,6108
1769481,-9754744.03,5125117.02,7,6,60621,0731,6911
1835712,-9760589.53,5129055.46,8,16,60636,0825,8350
1936583,-9748934.44,5124084.14,4,8,60649,0414,8342
1011495,-9755226.87,5137687.94,9,11,60616,0914,3404
1186198,-9768217.0,5153470.62,16,30,60641,1634,1508
1438518,-9760422.86,5163371.25,24,49,60626,2424,102.01
167868,-9761268.92,5145263.5,12,26,60612,1221,2428
419451,-9758955.88,5151740.47,19,32,60657,1933,627
1140798,-9769381.87,5156266.49,16,45,60630,1623,1105.02
743460,-9761176.04,5142473.82,12,27,60612,1225,2809
702671,-9772477.15,5149113.36,25,36,60707,2512,8315
2236749,-9753413.17,5116606.78,5,9,60628,0512,4909.02
1269779,-9769466.94,5160193.08,16,39,60646,1621,1202
1495801,-9768291.75,5131305.92,8,22,60638,0814,5603
516455,-9756386.19,5152332.38,19,44,60657,1925,619.01
2064123,-9747469.79,5125063.55,3,7,60649,0334,4313.02
220567,-9763938.23,5147113.08,14,26,60651,1422,2309
278453,-9764780.33,5149130.32,25,35,60647,2525,2209.01
783504,-9765768.92,5139632.17,10,24,60623,1012,2925
871555,-9758198.78,5139430.21,12,25,60608,1235,3106
871257,-9758600.8,5139343.07,12,25,60608,1235,3106
2214443,-9754900.95,5112491.69,5,34,60628,0523,5305.01
1170089,-9767975.65,5154327.71,17,45,60641,1722,8317
114501,-9753277.4,5144721.7,18,42,60611,1834,814.02
2033945,-9758038.5,5121665.51,6,21,60620,0613,7111
949451,-9761612.53,5135573.17,9,12,60632,0911,5801
118972,-9757964.28,5144947.47,12,27,60642,1214,2435
1409042,-9758976.91,5159849.58,24,48,60660,2433,302
124201,-9758312.65,5145004.14,12,1,60642,1215,2434
610104,-9769665.64,5145398.0,15,37,60651,1524,2512
31112,-9755706.93,5144853.43,18,42,60654,1831,818
932202,-9756234.79,5133142.16,9,11,60609,0925,8426
2456441,-9763750.36,5127912.76,8,23,60629,0823,6605
1345787,-9775346.27,5152492.59,16,38,60634,1631,1708
329444,-9767502.24,5149404.26,25,36,60639,2522,1910
341578,-9767955.57,5145120.96,15,37,60644,1531,2517
606503,-9770828.89,5145902.78,15,29,60651,1511,2513
648578,-9766263.45,5140939.3,10,24,60623,1011,8430
1137775,-9769992.09,5156158.81,16,45,60630,1623,1105.02
2400062,-9763386.97,5115230.7,22,19,60655,2211,7403
1731648,-9756807.68,5125915.25,7,6,60621,0733,6811
2161480,-9755642.36,5115431.64,22,34,60628,2233,4911
1436861,-9760814.51,5162742.46,24,49,60645,2424,107.01
2294111,-9755911.7,5111057.31,5,9,60628,0523,5305.03
1097789,-9763844.75,5155979.51,17,33,60625,1713,1407.01
255083,-9765182.42,5147226.37,25,26,60651,2535,2307
1426503,-9758836.82,5159378.19,20,48,60660,2013,305
2148544,-9751992.2,5121478.41,6,8,60619,0632,4408
1431964,-9762775.46,5163345.18,24,50,60645,2411,202
513332,-9755876.43,5151165.7,19,44,60657,1934,633.02
570971,-9760124.76,5155244.54,19,47,60640,1912,8308
1372317,-9761389.39,5160644.07,24,50,60659,2413,205
1299050,-9762768.44,5158785.53,20,40,60659,2011,207.01
2286070,-9760502.21,5113414.39,22,19,60643,2212,7505
2503207,-9773415.65,5129312.19,8,13,60638,0811,5610
1776194,-9756688.87,5124222.44,6,17,60620,0621,7102
753130,-9761053.51,5141433.29,12,28,60612,1225,2828
1630924,-9753968.01,5130636.07,2,3,60615,0231,4003
148136,-9759049.92,5143911.02,12,27,60612,1215,2804
342216,-9767810.44,5144938.58,15,37,60644,1532,2517
201468,-9762340.19,5142636.82,11,27,60612,1124,8370
421125,-9759444.84,5151114.1,19,32,60657,1931,626
359051,-9764394.43,5149268.39,14,35,60647,1413,2210
2045114,-9760449.57,5118973.36,22,19,60643,2213,7203
2013385,-9757693.85,5117330.05,22,34,60643,2232,7306
709864,-9773513.67,5149528.71,25,36,60707,2512,8316
266209,-9766350.78,5147347.94,25,26,60651,2534,2306
835152,-9760530.17,5141135.61,12,27,60612,1225,8382
654249,-9770329.0,5148892.81,25,36,60639,2515,1913.02
1197429,-9766056.51,5160466.38,17,39,60646,1711,1203
2067106,-9746861.05,5124436.56,4,7,60649,0421,4313.02
2005769,-9756248.69,5118665.15,22,34,60628,2223,7305
1186973,-9766835.92,5157780.05,17,39,60630,1712,1302
1353122,-9775803.21,5153656.9,16,38,60634,1631,1704
2374990,-9761506.99,5117504.54,22,19,60655,2211,7204
1558877,-9756105.45,5132746.24,9,11,60609,0925,6108
1584318,-9753791.69,5132796.27,2,3,60653,0215,8358
1321569,-9770756.85,5152850.26,16,36,60634,1633,1512
1144121,-9771004.86,5156846.84,16,45,60630,1622,1104
2461697,-9764239.35,5126542.4,8,13,60629,0833,6504
1091473,-9763659.37,5155423.78,17,33,60625,1724,1407.02
860648,-9757367.2,5138920.18,12,25,60608,1235,3104
1347584,-9775461.75,5152026.95,16,29,60634,1631,1708
2083864,-9747006.2,5122535.53,4,7,60617,0423,4603.02
1152394,-9771781.82,5158329.57,16,45,60630,1622,1102
381141,-9761283.78,5149100.62,14,32,60647,1432,2216
25195,-9756995.5,5148422.45,18,43,60614,1813,8326
1128907,-9770876.23,5158850.58,16,45,60646,1622,1101
1751582,-9753035.27,5126886.11,3,20,60637,0321,4212
2172648,-9757935.29,5115202.06,22,34,60643,2234,7501
496356,-9764166.61,5150828.29,14,35,60618,1412,2106.02
1696838,-9758292.92,5131053.94,9,20,60609,0934,6119
122915,-9757994.67,5144691.01,12,27,60642,1214,2434
1934392,-9750305.09,5124896.18,4,8,60619,0411,8342
1321282,-9770932.19,5152836.12,16,36,60634,1633,1512
1970949,-9758557.67,5124258.38,6,17,60620,0612,7103
855631,-9756107.69,5141262.56,1,25,60607,0124,8419
51135,-9756210.44,5149374.08,18,43,60614,1812,713
2179673,-9754142.56,5114072.65,5,34,60628,0522,4913
1196724,-9763524.22,5157332.26,17,33,60625,1713,8318
1855852,-9759483.12,5125669.28,7,17,60636,0735,6720
930358,-9756430.4,5134028.41,9,11,60609,0925,8426
1844424,-9763448.39,5129283.09,8,23,60629,0822,6309
1141778,-9771196.21,5156436.8,16,45,60630,1622,1104
44446,-9755886.73,5149157.69,18,43,60614,1814,714
1761666,-9755703.42,5125752.55,7,6,60621,0732,6813
160134,-9760210.1,5148602.07,14,32,60622,1434,8310
1151756,-9770718.87,5158196.37,16,45,60630,1622,1102
1543407,-9755070.67,5133225.48,9,3,60609,0925,8355
1050887,-9761889.11,5156127.73,19,40,60625,1911,407
2119995,-9746304.5,5118742.86,4,10,60617,0431,5101
2096500,-9751724.8,5122050.99,6,8,60619,0632,4401.02
1140044,-9769662.17,5156224.23,16,45,60630,1623,1105.02
1128479,-9771181.79,5158722.96,16,45,60646,1622,1101
845013,-9758726.07,5141673.41,12,28,60607,1231,2831
1906811,-9751923.7,5124518.2,6,8,60619,0624,6915
1282025,-9775761.7,5158650.95,16,41,60631,1612,1004
2414896,-9762942.21,5123585.48,8,18,60652,0835,7001
240866,-9764056.34,5149241.72,14,35,60647,1413,2211
404416,-9757906.95,5149799.38,19,43,60614,1932,704
187,-9755892.8,5147356.53,18,27,60610,1821,804
1801906,-9759294.04,5129806.55,7,15,60636,0715,6703
33980,-9755709.2,5144885.97,18,42,60654,1831,818
1455642,-9765344.51,5136869.83,10,22,60623,1031,3017.02
837532,-9759267.43,5141393.49,12,27,60612,1231,8382
2287285,-9760275.68,5114862.2,22,19,60643,2212,7505
1878667,-9766282.36,5128681.4,8,13,60629,0813,6502
876302,-9759285.03,5138986.17,12,25,60608,1234,3108
2447800,-9760978.06,5125993.57,8,17,60629,0832,6609
373333,-9763780.72,5142979.05,11,28,60624,1124,2713
2090935,-9745491.09,5123899.88,4,7,60617,0422,4601
753141,-9761164.97,5141803.04,12,28,60612,1225,2828
1438638,-9760296.95,5163092.5,24,49,60626,2424,102.01
2407385,-9763847.1,5114174.41,22,19,60655,2211,7404
2408832,-9752903.98,5108966.61,5,9,60827,0533,5401.01
845214,-9758816.45,5141772.58,12,28,60607,1231,2831
2462579,-9764825.84,5125329.83,8,13,60629,0833,6504
552779,-9758023.85,5153354.85,19,44,60613,1923,611
2215397,-9756068.42,5112012.26,5,34,60628,0523,5305.01
1784617,-9754454.55,5122659.18,6,21,60620,0622,8424
1641726,-9754788.1,5129251.23,2,20,60621,0232,8346
1694934,-9758471.87,5129738.69,7,16,60636,0713,6702
47609,-9756141.46,5150456.57,19,43,60614,1935,701.01
2149878,-9752180.67,5122574.12,6,6,60619,0632,4402.02
142410,-9757457.99,5143460.65,12,25,60607,1224,8330
296010,-9764288.01,5145638.89,11,27,60651,1121,2311
1929421,-9749998.03,5122155.57,4,8,60619,0412,8343
504319,-9764510.89,5151950.72,17,35,60618,1732,8311
1583101,-9754335.89,5132895.62,2,3,60653,0215,3807
2533190,-9761162.31,5127598.2,8,16,60629,0825,6606
2304738,-9746141.74,5109421.01,4,10,60633,0433,5502
1465115,-9762078.58,5132497.52,9,15,60632,0922,8428
1513092,-9762233.29,5133276.61,9,15,60632,0922,5805.02
2529190,-9762753.43,5127950.51,8,16,60629,0823,6603.01
814033,-9758500.85,5140258.87,12,28,60608,1233,8429
899564,-9759322.95,5135873.58,9,12,60608,0912,8404
155084,-9760747.88,5148026.1,14,32,60647,1434,2405
170218,-9760218.84,5144720.66,12,26,60612,1221,2430
1549272,-9758935.59,5132785.75,9,15,60609,0924,6104
266233,-9766196.89,5147305.81,25,26,60651,2534,2306
1740271,-9753582.8,5126753.89,3,20,60637,0322,6904
453519,-9764500.7,5150224.06,14,35,60647,1413,2206.02
2443327,-9766899.51,5124132.21,8,18,60652,0833,6505
2183001,-9755289.16,5113411.81,5,34,60628,0522,5302
2340330,-9758830.07,5155241.1,19,46,60640,1913,317
562895,-9758621.54,5154374.73,19,46,60613,1915,8307
2168512,-9756927.93,5115387.24,22,34,60643,2234,7501
347831,-9767784.75,5143400.24,15,28,60644,1532,2518
1138025,-9768604.92,5156560.31,16,45,60630,1623,1105.02
1546160,-9755428.7,5133187.01,9,3,60609,0925,8355
1318849,-9770128.08,5152637.84,16,36,60641,1633,1511
174111,-9763977.05,5144647.58,11,27,60624,1121,8367
326085,-9769978.22,5147758.85,25,37,60639,2532,2503
2029147,-9758045.76,5119851.95,22,21,60620,2222,7302.01
2384185,-9760845.79,5113536.56,22,19,60655,2212,7504
1044730,-9761765.11,5155017.51,19,47,60618,1911,503
1643740,-9755769.38,5128566.58,7,20,60621,0711,8346
1011718,-9755410.51,5136289.17,9,11,60616,0915,3405
1369484,-9762094.39,5158854.07,20,40,60659,2011,208.01
368740,-9766097.38,5142766.78,11,28,60624,1115,2607
173060,-9763427.14,5144369.03,12,27,60612,1221,8367
1665712,-9750213.72,5127221.22,3,5,60637,0321,8439
419774,-9759531.43,5150887.54,19,32,60657,1931,626
990208,-9754400.77,5140909.61,1,3,60605,0131,3301
358654,-9764231.06,5148949.43,14,35,60647,1413,2210
2530311,-9762808.9,5127676.86,8,17,60629,0823,6606
820354,-9760769.94,5139509.24,12,25,60608,1234,8412
1447070,-9758955.52,5157572.07,20,48,60640,2013,308
255,-9756106.99,5147057.94,18,27,60610,1821,804
2317257,-9744903.26,5114623.54,4,10,60617,0433,5206
257,-9756383.61,5147346.34,18,27,60610,1821,804
891527,-9754799.12,5140235.07,1,3,60605,0131,3302
2300945,-9750010.29,5120211.38,4,8,60619,0413,4803
2450403,-9761542.23,5126179.69,8,17,60629,0831,6609
1387052,-9761622.68,5158217.21,20,40,60625,2011,402.02
262,-9756127.99,5147289.96,18,27,60610,1821,804
1104696,-9762752.59,5153308.1,17,33,60618,1733,1607
1428190,-9763018.56,5163592.85,24,50,60645,2411,202
2325485,-9745039.89,5116529.12,4,10,60617,0432,5203
2051106,-9759393.1,5123632.9,6,17,60620,0611,7105
736285,-9763874.31,5140877.08,10,24,60623,1021,8415
708955,-9773103.65,5150536.2,25,36,60707,2512,8316
464772,-9763197.68,5152305.76,17,33,60618,1733,2101
824380,-9760403.82,5138566.5,10,25,60608,1034,8413
271,-9756121.37,5146700.39,18,27,60610,1821,804
717867,-9772947.22,5151001.72,25,36,60634,2511,1801
1275549,-9777389.46,5157274.62,16,41,60656,1614,1005
341365,-9767815.75,5145123.54,15,37,60644,1531,2517
1964129,-9758388.17,5123387.36,6,21,60620,0612,7106
852609,-9756619.26,5140969.08,12,11,60607,1232,8419
1463437,-9762069.86,5131882.01,9,14,60632,0922,8428
2528612,-9762890.95,5128186.18,8,16,60629,0823,6603.01
63274,-9755068.81,5144762.03,18,42,60654,1831,817
1760133,-9757224.83,5125196.22,7,17,60621,0733,6814
2191520,-9756993.18,5114119.87,22,34,60643,2234,7506
1359550,-9761062.8,5160226.19,24,50,60659,2413,209.01
821374,-9760333.4,5139284.08,12,25,60608,1234,8412
1670210,-9749834.94,5127032.94,3,5,60649,0332,4302
2204085,-9754513.64,5115154.51,5,34,60628,0513,4910
279876,-9766233.85,5148566.85,25,35,60639,2534,8312
1189853,-9765465.9,5157052.57,17,39,60625,1712,1403.02
1526659,-9760991.51,5130440.07,9,15,60632,0923,6305
432505,-9760911.19,5151360.48,19,32,60618,1931,8437
1508373,-9761165.1,5133344.35,9,15,60632,0922,5807
2326254,-9745463.47,5116176.17,4,10,60617,0432,5203
1751965,-9758169.88,5127797.49,7,16,60636,0724,8349
2531074,-9762789.55,5127531.7,8,17,60629,0823,6606
612415,-9769577.17,5145535.53,15,37,60651,1524,2512
268775,-9766429.45,5147180.53,25,26,60651,2534,2306
179470,-9761181.84,5143329.97,12,27,60612,1223,8378
2122584,-9747022.91,5122078.4,4,7,60617,0423,4603.01
834863,-9759155.15,5142155.5,12,27,60612,1231,8381
1009851,-9755401.53,5136848.25,9,11,60616,0914,3403
1345708,-9775739.03,5152221.43,16,38,60634,1631,1708
820965,-9760592.88,5139003.15,12,25,60608,1234,8412
1647147,-9755896.51,5129557.47,7,20,60621,0711,8346
1060944,-9762878.28,5157163.17,20,40,60625,2031,403
880322,-9760285.8,5139193.6,12,25,60608,1234,3109
2183866,-9754794.96,5113580.12,5,34,60628,0522,5302
2335511,-9744252.77,5118391.21,4,10,60617,0432,5201
1652972,-9754247.52,5128348.43,3,20,60637,0311,4008
2410923,-9753566.81,5109132.73,5,9,60827,0533,5401.01
606631,-9770421.77,5145880.81,15,29,60651,1511,2513
2404565,-9763305.44,5114359.91,22,19,60655,2211,7404
990439,-9754625.88,5140551.86,1,3,60605,0131,3301
417516,-9758925.46,5151617.8,19,32,60657,1932,627
1230346,-9773154.19,5156877.77,16,45,60656,1613,1007
1369697,-9762140.43,5159369.74,20,40,60659,2011,208.01
555289,-9756566.77,5153642.92,19,46,60613,1925,609
68879,-9754315.28,5145387.68,18,42,60611,1833,815
1115632,-9763373.53,5155328.81,17,33,60625,1724,1408
177996,-9760801.56,5143465.5,12,27,60612,1223,8378
1508297,-9761119.17,5133318.06,9,15,60632,0922,5807
1827520,-9760590.9,5126740.2,8,17,60636,0832,6607
1704299,-9759186.46,5130371.12,9,16,60609,0932,6118
2350386,-9756975.9,5156830.39,20,48,60640,2024,313
355097,-9766687.46,5144073.1,11,28,60624,1114,2603
1240780,-9771856.49,5156242.94,16,38,60630,1622,1505.01
1995135,-9756560.56,5122610.96,6,21,60620,0613,7110
1166323,-9770440.35,5155906.78,16,45,60630,1622,1504.01
871796,-9758248.42,5139307.32,12,25,60608,1235,3106
952184,-9761823.92,5133302.24,9,15,60632,0922,5806
1530215,-9762706.88,5130837.05,9,14,60632,0923,6304
1547822,-9757870.51,5132270.5,9,20,60609,0933,6111
2531497,-9762010.57,5127870.04,8,17,60629,0823,6606
1257599,-9776202.59,5162447.99,16,41,60631,1611,902
1463873,-9761555.28,5132699.62,9,15,60632,0922,8428
603823,-9770840.6,5145396.56,15,29,60651,1511,2513
388129,-9757475.09,5150822.38,19,43,60614,1935,703
1082939,-9764816.11,5155710.17,17,35,60625,1723,1406.02
117979,-9754162.64,5145652.49,18,2,60611,1833,813
2011021,-9755513.21,5117449.81,22,9,60628,2232,7305
1655752,-9753336.26,5127915.69,3,20,60637,0312,8425
2421604,-9762175.39,5125765.4,8,18,60629,0831,6611
49712,-9756307.57,5149180.18,18,43,60614,1812,713
295611,-9764377.08,5145528.51,11,27,60651,1121,2311
1766261,-9757813.61,5125829.71,7,6,60636,0734,6718
1004282,-9753592.87,5137897.32,1,4,60616,0133,8392
1943512,-9749033.31,5125720.29,3,5,60649,0333,4305
1209565,-9764280.15,5159508.81,17,39,60659,1711,1303
884951,-9759329.03,5138722.63,10,25,60608,1034,8432
1420831,-9758619.56,5161351.95,24,49,60626,2432,105.03
1009875,-9755458.34,5137644.95,9,11,60616,0914,3403
1957696,-9753739.09,5123234.77,6,6,60619,0623,4403
501782,-9765353.84,5152400.18,17,30,60618,1732,8311
1384175,-9762968.31,5160618.89,24,50,60645,2412,206.01
2446783,-9761045.07,5126319.86,8,17,60629,0832,6609
2476599,-9765300.79,5122416.43,8,18,60652,0834,7003.02
833110,-9759043.28,5143469.91,12,27,60612,1224,8381
2361825,-9759836.42,5164198.0,24,49,60626,2422,101
30378,-9755561.38,5145558.94,18,27,60610,1823,818
409143,-9757616.35,5151073.4,19,44,60657,1933,629
1844219,-9764012.14,5129249.44,8,23,60629,0822,6309
324025,-9767835.09,5145271.24,15,37,60651,1531,2510
1748506,-9752894.48,5128399.4,3,20,60637,0313,4206
349468,-9768274.14,5143674.61,15,28,60644,1532,2518
282497,-9767073.06,5148433.52,25,36,60639,2533,8312
2118652,-9746105.97,5119332.35,4,10,60617,0431,5101
761473,-9764238.57,5138927.73,10,24,60623,1024,8414
1844816,-9763510.68,5129446.96,8,23,60629,0822,6309
410335,-9757988.7,5150901.29,19,44,60657,1933,629
2205483,-9754329.29,5116001.47,5,34,60628,0513,4910
312522,-9768601.41,5147717.95,25,37,60639,2533,2502
235997,-9763853.74,5147546.65,14,26,60647,1422,2302
2173604,-9756475.49,5116507.09,22,34,60643,2233,7307
2227773,-9753738.75,5115061.66,5,9,60628,0513,4909.01
1536021,-9760848.53,5129899.61,8,15,60636,0824,8351
374,-9756397.34,5147268.25,18,27,60610,1821,804
2000250,-9757358.55,5118456.36,22,34,60643,2223,7304
2415370,-9763901.85,5124406.11,8,18,60652,0835,7001
1972192,-9758841.21,5124661.67,6,17,60620,0611,7104
378,-9755921.12,5146785.38,18,27,60610,1821,804
634039,-9767607.35,5142690.9,11,28,60644,1113,2522.02
807153,-9765719.77,5137531.29,10,22,60623,1031,3018.02
887338,-9755327.71,5141491.79,1,25,60607,0123,8390
337682,-9769065.46,5149039.37,25,36,60639,2515,1912
2354624,-9757898.27,5159052.72,20,48,60660,2022,306.04
1709887,-9756118.28,5127101.19,7,6,60621,0723,6809
1685325,-9757449.42,5131456.93,9,20,60609,0933,6110
668176,-9768664.9,5149639.9,25,31,60639,2521,1908
710365,-9773259.1,5150452.27,25,36,60707,2512,8316
1379510,-9760398.14,5157469.35,20,40,60640,2012,401
91603,-9755667.45,5143023.8,1,42,60606,0122,8391
94190,-9755720.35,5143513.98,1,42,60606,0122,8391
456508,-9763988.52,5150249.22,14,35,60647,1412,2206.02
254203,-9765325.89,5147453.6,25,26,60651,2535,2307
74185,-9759918.89,5147502.66,14,2,60622,1424,2415
1836911,-9758472.35,5128443.94,7,16,60636,0713,6708
2136866,-9752639.79,5120472.72,6,8,60619,0633,4409
1713603,-9757543.52,5128428.01,7,16,60621,0712,6806
1641729,-9754869.5,5129342.27,2,20,60621,0232,8346
2330194,-9744636.47,5119203.32,4,10,60617,0432,5202
1230731,-9773545.83,5157304.77,16,41,60656,1613,1007
1721927,-9757810.63,5128874.91,7,16,60636,0713,6709
2382194,-9760522.25,5115246.54,22,19,60643,2212,7502
1535265,-9761612.97,5129493.82,8,16,60629,0824,8351
2088774,-9746051.81,5123428.54,4,7,60617,0422,4601
297886,-9766074.82,5145583.53,11,37,60651,1111,8421
960515,-9763038.62,5133773.22,9,15,60632,0921,5805.01
1661897,-9752780.3,5128533.64,3,20,60637,0313,4205
2527733,-9773749.81,5127285.59,8,23,60638,0812,6405
1222928,-9771644.86,5162551.34,16,41,60646,1621,1201
1911406,-9750773.85,5127480.8,3,20,60637,0321,8344
2371230,-9759530.93,5117177.78,22,19,60643,2213,7202
90018,-9760276.92,5147078.37,14,1,60622,1424,2414
923388,-9759693.28,5135464.44,9,12,60609,0912,5906
357284,-9764342.2,5147815.31,14,26,60647,1422,2303
345053,-9768594.96,5143266.89,15,28,60644,1533,2518
2311962,-9744760.89,5109371.36,4,10,60633,0433,5501
2446017,-9760984.38,5126321.05,8,17,60629,0832,6609
2117848,-9746148.87,5118985.5,4,10,60617,0431,5101
396932,-9758637.58,5150476.06,19,32,60614,1932,705
1245642,-9772480.42,5160546.16,16,41,60631,1611,1002
763797,-9763815.05,5139157.28,10,24,60623,1024,8416
1271671,-9775004.66,5158133.35,16,41,60656,1613,1005
2402652,-9762400.47,5114980.5,22,19,60655,2211,7401
813012,-9765041.56,5137534.66,10,22,60623,1031,3017.01
871078,-9758315.41,5139986.69,12,25,60608,1233,3106
1868910,-9764708.21,5127975.0,8,23,60629,0823,6501
229136,-9761580.33,5147807.0,14,1,60647,1434,2406
1619610,-9751081.61,5131252.56,2,4,60615,0234,4102
2223529,-9753538.65,5112142.23,5,9,60628,0532,5306
1217270,-9771543.49,5160159.72,16,39,60646,1611,1001
1105223,-9763226.35,5153651.44,17,33,60618,1733,1607
301396,-9766035.53,5146115.7,11,37,60651,1111,8421
1658200,-9751495.39,5128516.28,3,20,60637,0314,4203
1677931,-9756471.56,5129825.16,7,20,60621,0711,8347
1268420,-9769874.63,5160435.94,16,39,60646,1621,1202
721766,-9765071.57,5141510.3,11,24,60624,1133,2609
315356,-9769419.8,5146459.84,25,37,60651,2532,2507
1110947,-9762532.76,5154495.82,17,33,60618,1724,1606.02
561795,-9756876.98,5155287.51,19,46,60640,1914,314
2376088,-9761107.68,5117365.27,22,19,60655,2211,7204
109417,-9753796.03,5144168.36,1,42,60601,0114,3201
739681,-9763301.69,5139427.42,10,24,60623,1022,8431
1368405,-9762089.9,5159347.63,20,40,60659,2011,208.01
2371696,-9758954.58,5118964.89,22,19,60643,2213,7202
2011821,-9755342.73,5117250.02,22,9,60628,2232,7305
434439,-9761859.27,5154074.77,19,47,60618,1921,8437
1867619,-9764455.53,5128950.69,8,23,60629,0822,6501
595425,-9770275.05,5147393.41,25,29,60651,2531,2506
2305736,-9747361.55,5118351.15,4,7,60617,0431,5102
468782,-9763790.9,5149874.86,14,35,60647,1413,2206.01
1393108,-9759771.84,5161486.72,24,49,60626,2432,8306
1105492,-9763133.31,5154083.32,17,33,60618,1733,1607
1041175,-9769052.88,5150577.69,25,31,60639,2514,1907.01
1445735,-9758997.96,5158070.54,20,48,60640,2013,308
688010,-9768254.49,5142836.07,15,28,60644,1533,2522.01
1953261,-9748530.65,5123156.39,4,8,60617,0414,4605
2121563,-9745922.83,5120089.91,4,10,60617,0424,4610
662257,-9770942.1,5149617.73,25,30,60639,2515,1906.02
625025,-9769241.9,5144187.16,15,37,60644,1523,2515
851559,-9756652.45,5141410.22,12,11,60607,1232,8419
415259,-9758170.34,5151824.35,19,32,60657,1933,628
697986,-9773683.53,5148253.8,25,29,60707,2513,2505
1245950,-9774158.93,5160438.99,16,41,60631,1611,1002
292884,-9765453.62,5145030.03,11,37,60624,1122,2315
1223620,-9770054.47,5160578.88,16,39,60646,1621,1201
1167236,-9770320.63,5155774.73,16,45,60630,1622,1504.01
643288,-9767035.5,5142828.18,11,28,60624,1113,2605
467,-9756406.93,5147115.01,18,27,60610,1821,804
1075500,-9765805.16,5156108.64,17,39,60625,1723,1406.01
