id,x,y,pd,zipcode
2375411,-9761133.43,5117470.34,22,60655
286037,-9766329.09,5148584.48,25,60608
1954286,-9748656.15,5123632.12,4,
1069815,-9765354.47,5153134.17,17,60618
2468926,-9766486.45,5123461.71,8,60652
375311,-9760753.08,5148401.56,14,60647
657188,-9772104.55,5149060.77,25,60639
10753,-9755422.98,5146491.12,5,60619
1715076,-9757350.28,5128267.7,7,60621
618460,-9768347.28,5144634.88,15,60644
329668,-9767644.6,5148818.2,25,60639
98627,-9754809.05,5144057.76,1,60601
1917819,-9753097.65,5123760.13,6,60619
1832784,-9761156.09,5128046.73,8,60618
201449,-9762703.44,5142543.92,11,60612
2146330,-9753767.35,5120457.29,6,60619
59918,-9754729.63,5145841.95,18,60611
1835701,-9760907.83,5128441.0,8,60636
488999,-9766514.86,5150930.65,25,60641
2047476,-9760162.9,5119276.97,22,60643
1897552,-9753270.86,5123901.9,6,60619
2134530,-9752520.57,5119998.92,6,60619
2022306,-9758909.77,5121717.48,,60620
1496925,-9765512.63,5130425.7,8,60632
752942,-9761160.59,5141593.28,12,60612
955637,-9763831.85,5132496.73,12,60632
852774,-9756589.75,5141024.54,12,60607
1642710,-9755475.34,5129878.77,7,60621
2033452,-9757583.08,5121520.62,7,60620
1951505,-9749300.87,5123266.15,4,60617
1609468,-9752361.72,5135881.44,2,60616
2078238,-9747143.29,5123971.98,4,60649
1497536,-9765303.11,5130101.52,8,60632
1623157,-9751525.41,5131009.32,2,60615
1363461,-9762255.72,5159958.4,24,60659
872161,-9758132.21,5139271.57,12,60608
533332,-9759138.03,5153244.79,19,60613
730260,-9764520.95,5139892.39,10,60623
1675567,-9747844.54,5126434.08,3,60649
1991439,-9757250.55,5119348.67,22,60620
1874055,-9763610.15,5128141.08,8,60629
1229880,-9772678.04,5156812.72,15,60656
2011048,-9755833.03,5117276.59,,60628
1440015,-9760627.68,5163665.74,24,60645
1147612,-9768104.25,5157985.19,16,60630
1308808,-9770997.39,5153105.87,16,60634
2433977,-9764550.07,5121891.44,8,60652
1492314,-9767500.43,5130993.04,,60638
2465087,-9766823.52,5127205.32,8,60629
1458192,-9765719.02,5137131.47,10,60623
158977,-9760309.53,5148095.57,14,60647
1088369,-9763753.94,5153545.26,17,60618
1144078,-9770515.8,5156461.62,16,60630
1844970,-9763118.03,5129441.62,8,60612
113054,-9754229.01,5144869.56,18,60611
702955,-9772494.59,5149154.41,25,
808985,-9766685.94,5137041.0,14,60623
2395038,-9764443.86,5116015.81,22,60655
1617383,-9750403.8,5131233.94,11,60615
342072,-9767989.76,5144615.19,,60644
2423624,-9763823.98,5123232.92,8,60652
998325,-9755605.96,5138385.96,9,60616
1981103,-9756538.73,5120564.59,22,60620
1060444,-9762975.52,5157627.78,20,60625
89257,-9759517.4,5146819.94,14,60622
1315704,-9771400.77,5153536.87,16,60634
1647387,-9755295.74,5128871.92,7,60621
2501204,-9772244.34,5129207.76,8,60638
1785067,-9755108.28,5123132.25,6,60620
1690674,-9757595.97,5130562.39,9,60609
1424691,-9758327.61,5158570.73,20,60660
2384564,-9760954.48,5113143.3,22,60655
1462562,-9763065.8,5132586.39,9,60632
2139501,-9754089.4,5121150.56,6,60619
2287271,-9760210.62,5114636.79,22,60643
2243112,-9752522.56,5114996.67,5,60628
1674860,-9747877.82,5126435.08,3,60649
154125,-9760281.83,5147594.7,14,60647
1843796,-9764043.16,5129100.25,8,60629
2008556,-9755436.97,5118956.94,22,60628
1752514,-9758019.87,5126814.52,7,60636
1077788,-9764209.96,5155076.64,17,
2026019,-9758571.05,5119679.4,22,60620
511776,-9756605.54,5151867.2,19,60657
212741,-9763551.93,5144156.88,11,60624
1005543,-9754009.37,5136672.72,11,
1630529,-9753869.83,5130375.98,2,60649
799106,-9763549.12,5136833.51,10,60623
506733,-9765201.25,5151718.62,,60618
557955,-9757224.19,5153670.28,,60613
1865311,-9764706.12,5129280.81,8,60629
819795,-9761141.49,5139379.95,10,60608
2474368,-9767103.23,5121435.54,8,60652
2218094,-9754472.49,5111851.41,5,60628
1127576,-9770320.19,5158652.53,16,60646
2270335,-9751779.31,5112469.73,5,60628
1805964,-9759725.43,5129450.9,7,60636
2485997,-9773848.27,5130518.45,,60638
315248,-9769066.11,5147248.68,25,60651
1160419,-9767480.74,5156657.09,17,60624
343327,-9767776.3,5143710.14,11,60644
1609185,-9753056.81,5136438.15,2,60616
1851322,-9758464.5,5125804.08,7,60636
358131,-9764312.06,5149530.81,14,60647
942599,-9764631.01,5136573.28,10,60623
679161,-9768864.74,5142808.6,15,60644
932508,-9756440.88,5134368.97,,60609
1461909,-9763050.0,5132287.98,9,60632
155661,-9761197.22,5147699.12,14,60647
970624,-9757269.7,5137145.35,9,60608
167602,-9761563.26,5145134.02,12,60612
167059,-9761250.08,5144442.98,12,60612
765788,-9766576.62,5140777.6,10,60623
1164624,-9767914.06,5156193.65,17,60630
881187,-9759766.34,5139086.48,12,60608
2477233,-9767023.9,5121844.77,8,60652
865774,-9756640.97,5142920.31,12,60661
410357,-9757958.62,5151293.22,19,60657
1454129,-9764515.76,5136869.46,10,60623
503000,-9765102.32,5152235.63,,60618
191512,-9762787.72,5145872.1,12,60622
436870,-9761123.23,5152282.08,19,60618
2173519,-9756513.1,5116859.48,22,60643
873430,-9758904.76,5139733.7,12,60608
238231,-9763524.62,5149233.45,14,60647
1905658,-9751508.15,5124781.06,6,60619
630187,-9770614.43,5141549.38,,60644
603868,-9770724.51,5145929.75,15,60651
67487,-9754572.41,5144517.93,18,60611
1183903,-9768864.71,5153472.04,16,60641
2186401,-9755066.22,5113800.37,5,60628
2264085,-9749299.35,5119489.02,4,60617
2179614,-9754873.37,5115013.16,5,60628
1999385,-9754345.94,5119540.23,6,60620
2214355,-9755309.77,5112448.94,5,60628
1352126,-9774761.44,5153791.54,16,
550924,-9757811.83,5153053.63,19,60657
2378619,-9758474.5,5115101.56,22,60643
1099658,-9764276.17,5156283.74,17,
847212,-9758818.36,5142323.6,12,60607
2197567,-9758913.42,5116714.35,22,60643
1650985,-9752017.03,5129791.34,2,60637
2268961,-9747802.79,5118658.34,4,
1910687,-9750818.0,5127282.58,3,60637
2497542,-9771800.08,5129577.71,8,60638
1570339,-9753547.1,5134993.9,2,60653
1514628,-9762906.77,5132985.67,9,60632
992447,-9754608.14,5139293.17,1,60638
1774007,-9754471.97,5124806.24,6,60620
2255971,-9753232.94,5117699.05,5,60628
590541,-9757504.6,5154754.11,19,60613
1680271,-9757018.07,5130093.43,7,60621
2248164,-9754406.62,5117210.83,5,60628
1547426,-9758244.99,5131482.05,9,60609
2309905,-9744935.61,5109223.07,4,60633
565020,-9757846.86,5155756.73,19,60640
1827603,-9759188.3,5128004.31,7,60636
1565464,-9754294.22,5133714.8,2,60653
1050877,-9761752.89,5156115.21,,60625
573265,-9760656.31,5154775.26,19,60645
998231,-9755689.84,5139211.67,9,60616
1928859,-9750414.87,5122233.06,4,60619
578214,-9761364.02,5155461.08,19,60625
475992,-9765335.09,5150380.68,25,60647
1276436,-9772821.84,5158972.09,,60631
2295911,-9755902.85,5111216.1,5,60628
2392359,-9763138.55,5116946.22,8,60655
390958,-9758305.52,5149278.64,18,60614
2280664,-9756745.08,5111979.96,,60643
1324483,-9771938.25,5152421.15,16,60634
1356268,-9776373.12,5151767.75,16,60609
505676,-9763793.1,5152982.01,17,60618
281609,-9766220.11,5148313.77,25,
2297381,-9754772.39,5111333.92,,
1652646,-9754039.24,5128660.53,3,60640
1635441,-9753570.52,5129672.66,2,
1973045,-9759331.25,5123803.5,6,60620
1461682,-9763566.04,5132160.84,8,60632
206196,-9761833.08,5142780.33,11,60612
787976,-9764564.68,5137951.63,22,60623
685224,-9769951.54,5142877.3,,60644
1674226,-9747949.35,5126556.5,3,60649
1304724,-9769512.88,5153586.08,16,60641
2324264,-9745041.37,5116039.59,4,60617
122711,-9757889.36,5145413.31,12,
377804,-9760308.39,5148991.39,14,60647
1835828,-9760742.74,5128020.64,8,60636
113442,-9753856.4,5144802.32,18,60611
873531,-9758912.42,5139616.43,12,60608
72589,-9759224.41,5147485.65,14,60622
570196,-9760119.03,5154292.69,19,60613
555922,-9756366.81,5153320.63,19,60613
1928827,-9750832.76,5121951.11,4,60619
504933,-9764127.49,5151911.29,17,60618
2335707,-9743317.74,5116692.35,4,60617
381587,-9760907.42,5149239.68,14,60647
920374,-9760980.39,5134934.24,9,60609
1932787,-9751903.62,5123462.15,6,60619
362992,-9765207.68,5142974.9,11,60624
564273,-9757782.82,5155381.33,19,60827
2102594,-9751285.13,5119832.08,4,60619
214719,-9763127.33,5142821.54,11,60612
1364957,-9762357.68,5159968.85,24,60659
919882,-9761059.62,5136162.86,9,60608
1982205,-9757089.61,5121359.38,22,60620
236849,-9764116.33,5148588.17,14,60647
1346168,-9775812.81,5152750.52,16,60634
2374882,-9761100.62,5117870.85,22,
1528927,-9762408.32,5130225.47,9,60632
366,-9756296.13,5147317.97,18,60610
1732667,-9754732.21,5126993.04,7,60621
1044639,-9761604.91,5154775.61,10,60618
267685,-9765933.78,5147036.73,25,60651
2033217,-9757700.5,5121914.85,6,60620
790273,-9764168.18,5137962.73,10,60623
1869418,-9764518.74,5128445.14,8,60629
799745,-9763794.31,5136902.18,10,
1295116,-9776948.31,5153240.34,16,60634
1947035,-9749304.24,5121678.21,4,60617
203475,-9762848.81,5142954.06,11,60612
2305176,-9747077.18,5116851.82,24,60617
61054,-9755007.85,5144896.13,18,60654
931162,-9756373.41,5132517.58,9,60609
1370797,-9761655.16,5158763.38,20,60659
2293718,-9754933.71,5110687.05,5,60628
2133695,-9745383.6,5121397.77,4,60617
18611,-9756399.18,5146248.25,,60610
1273322,-9776304.05,5157818.01,16,60656
118194,-9754195.59,5145525.12,18,60611
565250,-9757829.77,5155805.7,19,60640
152583,-9761232.04,5146992.88,14,60622
1697447,-9758362.85,5130553.59,9,60609
1422697,-9758879.37,5158822.57,20,60660
45980,-9755910.85,5150297.16,19,60614
1836816,-9758319.62,5128337.9,7,60636
2282599,-9758725.46,5114760.11,22,60643
1939525,-9749736.31,5124921.36,3,60649
2054191,-9762570.69,5123217.89,8,60827
566750,-9759316.13,5155359.74,19,60640
642562,-9767093.03,5142698.93,11,60624
721459,-9765130.56,5141520.64,11,60624
754967,-9763890.02,5140060.5,10,60623
1102190,-9765927.1,5152979.5,17,60641
1476625,-9764968.11,5132377.17,8,60632
2054755,-9762805.32,5122884.33,17,60652
1758741,-9756803.21,5125728.11,7,60604
950844,-9761219.18,5134494.64,9,60632
2535822,-9761037.49,5127317.47,8,60609
1009703,-9755411.37,5137364.51,9,60616
1184898,-9769055.26,5153608.33,16,60641
352208,-9765586.76,5143591.43,11,60624
2379445,-9760118.53,5115377.0,,60618
1551405,-9759105.76,5131447.82,9,60609
1492879,-9767888.73,5130867.04,8,60638
1774660,-9754521.25,5124726.94,6,60620
100293,-9754911.65,5142658.2,1,60604
1872254,-9763610.21,5127991.22,8,60644
954202,-9761826.3,5134373.26,9,60632
748730,-9761221.33,5141031.33,11,60612
1321239,-9770509.9,5152596.62,16,60634
1588791,-9754667.1,5134195.24,2,60609
1197264,-9766099.54,5160070.23,15,60646
25675,-9757404.76,5148240.46,18,60614
929032,-9755861.85,5133941.05,9,60609
165302,-9760726.5,5144666.78,12,60612
1705590,-9756207.57,5128356.63,7,60640
1399340,-9761703.38,5161865.7,24,
2252301,-9753916.51,5117220.28,5,60628
1694303,-9758233.48,5129351.18,7,60636
1095962,-9764789.86,5156429.58,17,60625
1681671,-9756900.32,5130145.3,7,60621
1820884,-9758960.98,5126575.84,7,60636
585155,-9760739.51,5155983.56,19,60625
446562,-9761472.85,5149718.55,14,60647
1567806,-9753475.72,5133678.75,2,60653
2169759,-9758062.54,5115480.97,22,60643
125866,-9759518.81,5146325.3,12,
479185,-9765692.78,5151138.16,25,60618
2243099,-9752375.55,5114155.96,5,60628
2271343,-9751139.05,5109834.31,5,60827
2029419,-9757645.4,5120819.49,22,60620
1464502,-9762096.15,5132550.52,9,60632
677703,-9769730.43,5142777.2,15,60644
1845952,-9762546.71,5128921.57,8,60629
969889,-9756789.73,5138156.81,9,60608
261789,-9765521.1,5146117.26,,60651
2340846,-9758985.29,5155759.59,19,60640
1766589,-9757752.53,5125304.7,7,60636
1275516,-9777913.27,5157584.2,16,60656
249221,-9761747.28,5148860.84,14,60647
1171517,-9767535.28,5153450.32,17,60641
1488455,-9766399.13,5131859.53,8,60632
1312610,-9772325.64,5153018.33,16,60634
410636,-9757792.76,5151722.57,19,
744490,-9761996.41,5141043.17,11,60612
1906549,-9751639.18,5123869.3,6,
96282,-9755293.81,5142378.02,1,60605
874811,-9759490.35,5139956.82,12,60608
2398568,-9764748.94,5115080.44,22,
2527387,-9773193.96,5127157.17,8,60638
1971096,-9758652.83,5123857.98,6,60620
674446,-9769188.78,5142261.23,15,60644
1822336,-9758970.84,5126261.6,7,60636
2503190,-9773139.9,5129313.06,8,
1547434,-9758116.6,5131843.0,9,60609
1444624,-9759003.65,5157798.89,20,60640
1630548,-9753694.0,5130728.07,2,60615
154920,-9760755.16,5147835.27,14,60647
1678957,-9756490.56,5130144.59,7,60621
1061470,-9762866.69,5157228.38,20,60625
1610201,-9751732.33,5132636.59,2,
2418239,-9763940.61,5125187.82,8,60629
2387702,-9760812.14,5115464.87,22,60655
489322,-9766907.0,5151025.25,25,60641
1123111,-9768978.87,5154120.78,16,60641
2389001,-9760657.41,5116416.21,22,60655
127443,-9759341.95,5146291.51,12,60622
1350161,-9777197.13,5152684.77,16,60634
1362150,-9760275.75,5159785.09,24,60660
111933,-9753493.19,5144403.71,18,60611
846438,-9758466.34,5141978.81,12,60607
1404114,-9759621.1,5159827.29,24,60660
2016631,-9758153.66,5118173.77,22,60643
1895613,-9753834.86,5124221.39,6,60619
1679597,-9756775.12,5129784.54,7,60621
856442,-9755876.42,5141129.76,1,60607
1668753,-9748697.26,5126212.98,3,60649
688646,-9768473.86,5142544.01,15,60644
1821828,-9759116.62,5125987.56,7,60636
1671434,-9749874.02,5126815.19,3,60649
2017434,-9758855.96,5121194.2,22,60620
2023672,-9759202.96,5122560.17,6,60620
1971741,-9759297.37,5124017.54,6,60620
803188,-9765297.55,5138147.67,10,60623
539743,-9758933.96,5154548.57,19,60613
1391661,-9759732.31,5161029.78,24,60626
1757355,-9757438.01,5125825.46,7,60621
2228594,-9754051.39,5115851.3,5,60628
1801074,-9760137.01,5130509.17,9,60609
2401718,-9762822.19,5115332.19,22,60655
1113300,-9762809.55,5154701.63,17,
1512708,-9762334.21,5132921.91,9,60632
2021893,-9758635.84,5122107.84,16,60620
1104129,-9766269.12,5154001.18,24,60641
2433060,-9763296.76,5121934.33,8,60652
1886903,-9752706.43,5125056.03,3,60619
1069568,-9765505.11,5153300.77,17,60618
1766051,-9758114.31,5125313.78,7,60636
2198874,-9759021.02,5116237.35,25,60643
360676,-9765120.96,5143729.97,11,60624
1655902,-9754142.08,5128067.34,3,60637
1518129,-9760020.67,5131785.71,9,60609
664875,-9770863.98,5150206.92,7,60639
1781197,-9755843.17,5123711.94,6,60620
547208,-9761308.1,5153692.39,19,60618
704487,-9772652.49,5151296.96,25,60634
761223,-9763942.02,5139250.43,10,
2277883,-9756287.46,5113575.24,5,60643
2280774,-9757178.18,5111875.77,5,60643
1097774,-9763781.11,5156188.02,17,60625
1619763,-9750375.74,5131149.33,2,60615
1101109,-9763906.12,5156292.16,17,60625
1655831,-9754395.6,5128025.44,3,60637
714604,-9774057.74,5149571.91,25,60707
1050654,-9762338.08,5156116.57,19,60625
115139,-9753371.4,5144640.76,18,60611
1432598,-9761443.79,5163386.3,24,60645
855327,-9756398.45,5141220.3,1,60602
2287687,-9758990.95,5114984.89,22,60643
1404880,-9759933.25,5160648.1,24,60660
168618,-9762223.77,5145148.2,12,60612
500210,-9765719.58,5152122.63,17,60618
2255930,-9752591.21,5117571.89,5,60628
2403598,-9762822.75,5115947.83,,60655
1227858,-9772447.92,5156789.72,16,60630
1002402,-9754683.76,5136975.55,1,60616
62364,-9755377.07,5145443.57,18,60707
639393,-9765951.92,5141771.11,11,60624
2054632,-9761515.93,5123236.06,8,60652
2518844,-9767878.33,5127835.02,8,60638
475293,-9765169.9,5150372.72,,60647
169103,-9761878.37,5145046.2,12,60612
2301665,-9748239.53,5109472.83,4,60633
2210135,-9754439.48,5116682.83,5,60628
1334809,-9772342.42,5152309.95,16,60634
900888,-9759007.49,5136256.57,9,60608
1165162,-9767375.99,5156754.05,17,60630
2017019,-9758679.34,5121448.96,22,60620
2434035,-9765012.11,5121558.22,8,60652
2116554,-9747282.4,5121242.3,4,60617
2265271,-9747942.3,5117597.52,4,60617
1168713,-9770760.14,5155345.39,16,60630
259541,-9764939.2,5145851.48,11,60651
2482819,-9771429.13,5130361.62,8,60638
2264337,-9748155.85,5117653.05,4,60617
969184,-9756893.99,5136936.88,9,60608
848021,-9758227.99,5141212.73,12,60607
2048595,-9759073.3,5122903.09,6,60620
220597,-9763943.69,5146597.82,14,60651
930054,-9756315.3,5132415.05,9,60609
271424,-9764577.36,5148001.9,25,60647
1438047,-9760306.21,5163015.94,24,60626
1589066,-9754712.48,5134098.52,2,60609
407162,-9756622.12,5151227.11,19,60657
1121767,-9768427.5,5156106.0,16,60636
799576,-9763785.39,5137124.45,10,60623
1548641,-9757993.9,5131635.0,9,
2014552,-9756910.25,5117868.73,22,60643
2529602,-9762330.66,5127942.46,8,60629
1287077,-9778846.53,5157141.65,16,60656
1178468,-9767377.4,5154027.41,17,60641
396231,-9758113.21,5150517.92,19,60614
2086014,-9746941.36,5123875.43,,60617
1027871,-9768401.18,5150873.26,25,60641
1527434,-9762167.43,5130256.94,16,60632
2254815,-9754202.42,5118064.49,5,60628
874059,-9758827.1,5139194.42,12,60608
1175939,-9766607.87,5155487.79,,60630
1099303,-9764676.89,5156510.26,17,60625
293240,-9765076.27,5144457.85,11,60624
284583,-9765847.71,5148576.34,25,60639
2194055,-9757770.44,5113977.55,22,60643
1701641,-9758426.45,5132176.72,9,60609
673846,-9769811.17,5142674.67,15,60644
136320,-9758361.8,5144126.06,12,60607
66325,-9754672.73,5144764.67,,60611
454016,-9763608.51,5150422.1,14,60647
2218810,-9754526.56,5112176.14,14,60628
2246079,-9747161.31,5116025.36,4,60655
844454,-9758965.79,5141070.47,12,60607
1123884,-9768392.98,5155080.57,16,60641
1395933,-9762776.68,5162784.36,24,60645
2129526,-9745514.15,5122017.91,4,
2102856,-9750931.61,5120091.95,4,60619
166508,-9760813.98,5145114.03,12,60612
42519,-9756576.33,5144370.9,12,60661
962736,-9762128.1,5134425.52,,60632
1947510,-9748518.32,5122345.85,4,60617
2272369,-9751950.17,5109914.31,5,60827
2451903,-9764781.81,5127210.71,8,60629
524904,-9759672.52,5152589.21,19,60657
2093196,-9749839.6,5121502.17,4,60617
775700,-9762303.36,5138794.2,10,60623
2462612,-9764357.46,5126783.22,,
1618636,-9751632.55,5131219.05,2,60615
1743331,-9754164.34,5126892.05,3,60637
1942396,-9750011.15,5125712.33,3,60649
2034031,-9757664.92,5122516.49,6,60620
240784,-9764093.97,5149605.54,14,60647
443612,-9760154.35,5152479.96,19,60657
2278850,-9756656.6,5113380.82,5,60643
1011669,-9755266.44,5136288.19,9,60616
617016,-9768559.67,5145097.92,15,60644
1531617,-9762647.77,5130110.53,8,60629
879991,-9760005.7,5139153.06,14,60608
705467,-9772245.23,5151450.49,25,60634
1056327,-9761523.0,5157176.32,20,60625
1174476,-9767499.32,5155375.7,17,60630
435417,-9762135.43,5153384.2,19,
1656576,-9754100.38,5127080.85,3,60637
942950,-9764779.49,5136359.21,,60623
1895812,-9753616.95,5123988.22,6,60619
2514383,-9768348.13,5132604.55,8,60638
2112118,-9747374.68,5120536.97,4,60617
408293,-9756399.6,5151325.54,19,60657
1946806,-9749837.32,5122062.05,4,60617
641930,-9767018.51,5142151.92,11,60624
624,-9756103.97,5146981.83,18,60610
2535730,-9760883.56,5126899.97,8,60629
582949,-9760922.55,5156190.93,19,60625
1088557,-9764204.53,5155171.79,17,60625
1733899,-9755175.29,5125980.22,7,60621
1660619,-9752491.64,5128274.44,3,60637
645285,-9765846.76,5140952.65,11,60624
1538693,-9762651.72,5129295.19,8,60629
2486124,-9773036.07,5130016.64,8,60638
439190,-9760572.38,5152440.45,19,60618
1841735,-9758392.88,5126122.73,7,60636
2500116,-9773177.77,5129738.9,8,60641
315155,-9769635.62,5147357.96,,60651
492502,-9766418.27,5149651.61,25,60639
1463331,-9761935.98,5132235.38,9,
1054359,-9762238.08,5156275.76,20,60625
1670236,-9749802.83,5126853.88,3,60618
1134446,-9770333.85,5157693.62,16,60630
1954244,-9749545.91,5123723.91,4,60617
1222891,-9770661.26,5161970.84,16,60646
2528522,-9762559.28,5128130.25,8,60629
37197,-9759130.43,5148110.45,14,60642
2489900,-9769334.69,5131078.22,8,60638
1267969,-9769493.14,5160359.88,16,60646
886333,-9760199.74,5138556.91,,60608
1744921,-9752013.23,5127880.22,3,60637
1532305,-9760951.35,5129882.85,8,60629
