id,x,y,pd,ward,zipcode,beat,ct
148,-9763163.1,5130114.29,8,14,60632,0822,6303
149,-9760024.19,5125929.32,7,17,60636,,6715
150,-9769607.24,5146744.31,25,37,60651,,2507
151,-9747814.05,5124009.95,4,7,60649,0421,4313.01
152,-9751570.76,5127172.53,3,5,,0321,8344
153,-9748973.02,5119129.24,4,7,60617,0431,5103
154,-9759169.35,5146691.87,14,1,60622,1433,2415
155,-9773555.22,5151716.81,16,36,60634,1632,1710
156,-9759392.29,5147512.81,14,2,,1433,2415
157,-9762809.71,5155417.52,17,33,60625,1724,1408
158,-9770421.49,5145861.11,15,29,60651,1511,7112
159,-9752596.35,5135277.88,2,16,60653,0212,3602
160,-9747689.24,5125704.29,3,,60649,0334,4307
161,-9748059.35,5124985.31,3,7,60649,0334,4308
162,-9763790.96,5150008.41,14,35,60647,1413,2206.02
163,-9760540.11,5156374.3,20,23,60625,2032,404.02
164,-9762135.3,5157744.87,20,40,60625,2011,402.02
165,-9762124.6,5135602.88,9,12,60608,0911,8428
166,-9759750.16,5142267.1,8,27,60612,1231,8381
167,-9755884.57,5125695.0,7,6,60621,0732,6813
168,-9762749.81,5143075.6,11,27,60612,1124,8370
169,-9756930.31,5123780.17,6,3,60620,,7108
170,-9765019.54,5139885.0,10,24,,1014,8387
171,-9756133.08,5141633.9,1,25,60607,0124,8419
172,-9763877.63,5144845.38,11,27,60624,1121,8367
173,-9766144.43,5128653.56,8,13,60629,2424,6502
174,-9755366.25,5110287.64,5,9,60628,0523,5305.03
175,-9773898.83,5158456.48,16,41,60603,1612,2101
176,-9755748.77,5120883.54,22,21,60620,2223,7115
177,-9762124.6,5137317.47,10,24,60608,1034,8435
178,-9766109.74,5148370.84,25,35,60640,2534,8312
179,-9755122.09,5136970.02,4,11,60616,0914,3404
180,-9768175.61,5142037.23,,29,60644,1533,2522.02
181,-9754161.7,5133245.52,2,3,60653,0215,3807
182,-9744459.13,5109437.92,4,10,60633,0433,5501
183,-9748708.05,5122793.91,4,8,60638,0414,404.01
184,-9760110.01,5127690.01,7,16,60636,0726,6714
185,-9756087.5,5149647.62,18,43,60614,1812,713
186,-9766941.97,5148935.1,15,36,,2522,2004.01
187,-9774999.28,5151282.66,25,29,60707,1223,1709
188,-9763868.05,5133017.27,8,,60651,0821,5804
189,-9765069.8,5130679.69,8,23,60632,0822,6201
190,-9760285.57,5163678.94,24,49,60626,2424,102.01
191,-9758469.64,5139318.88,12,25,60608,1235,3106
192,-9760866.54,5125623.24,8,18,60629,0832,6610
193,-9750276.79,5124925.24,,8,60619,0324,4304
194,-9770818.38,5153543.61,16,38,60634,1633,1506
195,-9760021.14,5151172.16,19,17,60657,1931,513
196,-9756229.26,5112040.56,5,34,60628,0523,5305.01
197,-9760656.96,5162182.54,24,49,60626,2424,107.01
198,-9761363.81,5160680.16,24,50,60645,2412,205
199,-9757536.62,5121271.8,22,21,60622,2222,7114
200,-9761148.71,5147742.2,14,32,60647,1434,2405
201,-9764724.92,5125748.59,8,13,60629,0833,6504
202,-9757543.77,5129328.94,7,16,60621,1235,6805
203,-9747084.06,5115966.29,4,10,60617,0434,8388
204,-9766167.47,5154893.28,,,60641,1722,1603
205,-9757505.12,5152494.77,19,44,60657,1924,621
206,-9760553.98,5137220.29,10,25,60608,1034,8413
207,-9748243.98,5120034.65,4,7,60617,0413,4804
208,-9757003.02,5144721.22,,27,60642,1214,2435
209,-9759265.79,5122559.02,6,17,60620,0614,7112
210,-9763398.43,5137667.69,10,12,60623,1032,8408
211,-9760525.05,5146909.02,14,2,60622,1424,
212,-9760864.21,5145230.97,4,1,60612,1221,2429
213,-9753297.97,5124259.4,6,6,60619,0623,6913
214,-9753524.19,5130848.05,2,3,60615,0231,8361
215,-9763433.61,5162781.22,22,50,60645,2411,202
216,-9757648.25,5152186.63,19,31,60657,1924,622
217,-9774046.33,5151163.84,25,29,60634,2511,1801
218,-9755321.34,5143361.55,1,42,60602,,8391
219,-9757784.49,5143772.5,12,27,60607,0823,8330
220,-9757680.71,5152244.29,19,44,60657,1924,622
221,-9758944.45,5136255.17,9,12,60608,0912,8429
222,-9763285.31,5137731.87,10,12,60621,1024,3008
223,-9757184.46,5137180.88,9,11,60608,0913,8402
224,-9748314.35,5118325.09,,7,60617,0431,5103
225,-9767729.3,5147850.09,25,37,,2533,8313
226,-9757491.46,5152526.24,19,44,60657,1924,621
227,-9763278.36,5136904.84,10,22,60623,1032,8408
228,-9766309.12,5140808.55,10,24,60623,1011,2909
229,-9757675.13,5115846.53,22,34,60643,2234,7501
230,-9766965.81,5148832.16,25,29,60639,2522,2004.01
231,-9746959.1,5123754.18,4,7,60617,0422,4603.02
232,-9759983.57,5147156.68,14,1,60622,1424,2414
233,-9762843.51,5122384.76,8,18,60652,0835,7005.02
234,-9767301.83,5151466.51,25,24,60641,2521,2001
235,-9761688.44,5133114.91,9,15,60632,0922,
236,-9765942.03,5142306.84,,28,60624,1132,2607
237,-9759556.3,5159373.12,20,40,60660,2012,304
238,-9750980.99,5127840.19,3,2,60637,0314,8344
239,-9760061.47,5155855.0,19,47,60640,1912,4601
240,-9766864.96,5138757.17,10,24,60623,1012,8434
241,-9773996.36,5150208.24,25,29,,2512,8316
242,-9753913.22,5135989.93,2,,60616,,8395
243,-9759202.66,5131333.23,9,20,60601,0931,6113
244,-9767677.66,5142157.26,11,24,60644,1131,2522.02
245,-9766737.69,5153478.54,17,45,60641,1731,1611
246,-9767793.73,5151699.03,25,31,60641,2521,1901
247,-9760468.17,5146214.94,12,2,60622,1212,2423
248,-9761489.0,5123525.93,8,18,60652,0835,7005.01
249,-9765605.88,5151590.9,25,30,60618,2523,2105.01
250,-9763221.84,5133277.78,8,14,60632,0821,5804
251,-9756044.04,5145384.75,18,42,60654,1831,819
252,-9760187.43,5147238.56,14,1,60622,1424,2414
253,-9770582.97,5144184.66,15,29,60644,1512,2514
254,-9760986.99,5113823.46,22,19,60655,2212,7504
255,-9756389.46,5150241.36,19,43,,0923,702
256,-9752865.34,5133866.96,2,4,60653,0214,3801
257,-9762882.06,5117011.44,22,19,60655,2211,7402
258,-9762102.34,5127028.9,15,17,60629,0831,6608
259,-9768707.61,5141657.47,15,,60644,1533,8314
260,-9764228.37,5128686.64,6,23,60629,0823,6501
261,-9766376.85,5141878.44,11,24,60624,1131,2610
262,-9748239.34,5126609.57,3,5,60649,0331,8439
263,-9762828.45,5151517.78,14,33,60620,1411,2107
264,-9774914.94,5152703.11,16,38,60631,1631,1708
265,-9757841.27,5122241.12,6,,60620,0613,7111
266,-9767585.24,5147047.82,25,37,,2533,8313
267,-9758722.7,5159034.03,20,48,60660,2013,305
268,-9774150.13,5151066.98,25,29,60634,2511,4402.02
269,-9750508.36,5131061.55,2,34,60615,0234,4108
270,-9747282.7,5125628.14,3,7,60649,0334,4314
271,-9764339.15,5154339.01,17,35,60618,1723,1605.02
272,-9759167.53,5163639.88,24,49,60626,2422,103
273,-9752102.66,5127318.71,15,5,60637,0321,
274,-9755845.18,5148670.41,18,43,60614,1814,715
275,-9760908.63,5125737.67,8,18,60629,0832,6610
276,-9766562.28,5140022.43,10,24,60623,0611,2909
277,-9751217.15,5132395.5,2,4,60615,0222,3906
278,-9752955.65,5114967.59,5,9,60628,0531,4914
279,-9755812.08,5128864.34,7,20,60621,0711,8346
280,-9766541.73,5149644.18,25,31,60639,2522,2003
281,-9755134.31,5138957.5,9,25,60616,0914,8411
282,-9759334.06,5161152.46,24,,60626,2432,8306
283,-9767901.98,5150585.69,25,31,60639,2521,1908
284,-9751787.94,5123667.18,6,8,60619,0624,4401.01
285,-9757608.54,5152623.64,19,,60657,1924,621
286,-9771386.22,5157349.4,16,45,60630,1622,1104
287,-9758885.87,5150882.3,19,32,60657,1932,627
288,-9751321.24,5128656.59,3,41,60637,,4203
289,-9756046.91,5111135.35,5,20,60628,0523,5305.03
290,-9768074.96,5153596.52,16,45,60641,1634,1508
291,-9756230.8,5126606.05,7,6,60621,0131,6812
292,-9770492.61,5146864.7,25,29,,2531,
293,-9770299.85,5147541.66,,29,60639,2531,2504
294,-9750323.69,5129911.02,2,5,60637,0235,4111
295,-9764480.04,5142268.52,11,28,60624,1133,2705
296,-9771714.78,5150373.58,25,30,60639,2512,1906.01
297,-9765307.62,5142712.25,11,28,60624,,2608
298,-9753277.36,5124850.89,6,6,60619,1915,6913
299,-9756553.04,5135746.13,9,11,60616,0915,8397
300,-9746659.7,5123324.04,,7,60617,0422,4603.02
301,-9759246.61,5144466.98,12,27,60622,1215,2432
302,-9768077.05,5132656.39,8,22,60638,0814,5602
303,-9744906.01,5113793.62,4,10,60617,0433,5501
304,-9759775.48,5126114.85,7,17,60624,0735,6715
305,-9766407.34,5152257.36,17,30,60641,1731,1613
306,-9764669.7,5151779.9,20,30,60640,2523,2105.01
307,-9759492.93,5132195.07,9,15,60609,0931,6114
308,-9766181.11,5145761.99,11,37,60651,1111,8421
309,-9757016.41,5130869.52,9,20,60609,0934,5303
310,-9777919.4,5154086.64,16,38,60634,1614,1705
311,-9755650.68,5144513.99,18,48,60654,1831,818
312,-9753864.83,5138442.4,1,4,,0132,8410
313,-9759788.06,5144652.62,12,1,60622,1221,2431
314,-9764500.85,5152508.26,17,,,1732,8311
315,-9754416.17,5128777.18,17,20,60637,0311,4008
316,-9762934.72,5151593.93,14,33,60618,1411,2107
317,-9753653.64,5126428.03,3,6,60637,0322,4909.01
318,-9763956.82,5156500.9,17,33,60625,1713,1402
319,-9767797.65,5156479.96,17,39,60630,1712,1404
320,-9769979.14,5129037.07,8,,60638,0811,5611
321,-9765220.26,5144832.6,11,37,60624,1235,2315
322,-9758708.86,5125298.71,7,17,,0735,6720
323,-9761735.15,5160190.01,24,50,60659,2413,208.02
324,-9764081.07,5124511.41,,,60619,0835,7001
325,-9759449.77,5144197.0,12,27,60612,1215,2804
326,-9763507.46,5149122.34,14,32,60608,1413,2212
327,-9759469.57,5148145.19,14,32,60616,1433,2402
328,-9762542.06,5141313.19,11,28,60612,1135,8386
329,-9756367.73,5153329.92,,46,60613,1925,609
330,-9760355.23,5136203.33,9,12,60608,0912,8403
331,-9755504.24,5114566.47,3,34,60628,2233,4912
332,-9758320.49,5116131.1,22,19,60643,,7207
333,-9755628.72,5127744.82,7,20,60621,0722,6809
334,-9766043.44,5141213.27,11,,60624,1132,8430
335,-9757850.27,5154819.69,19,46,60620,,321
336,-9764430.8,5154834.88,17,35,60618,1723,1605.01
337,-9747286.23,5125917.74,3,7,60649,0334,5305.03
338,-9751757.13,5133405.67,2,4,,0222,3902
339,-9756300.38,5144350.06,3,42,60661,1214,2801
340,-9768603.43,5157177.67,16,9,60630,1623,1204
341,-9748339.48,5123561.09,,8,60617,0414,4605
342,-9761939.93,5149255.98,,1,60647,1431,2214
343,-9750774.71,5121431.9,4,8,60619,0412,4802
344,-9762714.23,5141296.17,11,28,,1135,
345,-9771197.18,5156387.76,16,45,60630,1622,1104
346,-9764424.32,5131135.56,8,23,60632,0822,
347,-9745058.69,5115642.99,4,10,60617,0432,5203
348,-9754352.21,5138287.67,18,3,60616,0131,8410
349,-9755324.64,5132120.1,9,3,60625,0935,8356
350,-9747389.58,5117883.87,4,7,60617,0431,5102
351,-9760222.78,5143505.83,12,27,60612,1223,8378
352,-9757825.78,5122989.54,6,15,,,7107
353,-9768001.59,5144279.36,15,37,60644,1532,2517
354,-9760115.3,5115666.71,22,19,60643,2212,7502
355,-9767964.22,5127820.65,8,13,60638,1532,6407
356,-9760420.57,5143337.6,19,27,60612,1223,8378
357,-9768753.4,5156481.3,16,48,60630,1623,1105.02
358,-9771192.26,5156965.93,16,22,60630,1622,1104
359,-9775351.09,5153164.82,16,38,,1631,1704
360,-9760633.07,5141684.04,12,28,60612,1225,8382
361,-9759234.27,5138705.76,10,25,,1034,8432
362,-9763053.62,5159372.06,20,40,60659,2011,207.01
363,-9762768.07,5138476.08,10,12,,2533,3009
364,-9766617.37,5127520.85,8,13,60629,0813,6503.01
365,-9755253.49,5123634.26,6,17,60620,0623,8424
366,-9750353.48,5126522.58,3,5,60637,0332,6607
367,-9749465.2,5130631.62,2,5,60615,0234,4109
368,-9770286.18,5153007.42,16,36,60634,1633,1506
369,-9763738.65,5150383.57,14,,60647,1012,2206.02
370,-9756069.95,5136246.34,9,11,60616,0915,8398
371,-9748229.0,5118825.27,4,7,60617,0431,2515
372,-9763572.93,5152957.25,17,33,60618,1733,2101
373,-9763592.04,5138012.83,10,12,60623,1024,3008
374,-9765962.93,5153604.28,17,45,60641,1732,1610
375,-9756334.45,5125853.67,7,6,60621,0732,6813
376,-9759276.08,5127851.26,7,,60636,0725,6712
377,-9755444.99,5144735.97,18,42,60654,1831,818
378,-9754637.05,5119394.88,6,21,60620,0634,8340
379,-9766418.2,5146241.4,11,37,60651,1111,
380,-9758637.26,5119305.28,22,,60643,2213,7304
381,-9764830.24,5125475.26,8,13,60629,0833,6504
382,-9755549.48,5138434.37,9,25,60616,0914,8411
383,-9757683.74,5123446.34,6,21,,0612,7107
384,-9761472.66,5130828.13,9,14,60632,0923,8433
385,-9760914.17,5154666.95,19,47,60618,1911,502
386,-9758196.16,5128942.4,7,16,60636,0713,6709
387,-9762519.15,5153110.88,17,33,,1733,1607
388,-9757117.17,5142881.65,12,25,60647,1232,8331
389,-9758980.12,5164323.2,24,49,60626,2422,101
390,-9762360.09,5141858.62,11,28,60612,1135,2718
391,-9775458.76,5160020.14,16,41,,1612,1003
392,-9766268.51,5142028.93,11,24,60661,1132,2606
393,-9754313.35,5123597.02,6,6,60619,0623,4403
394,-9759412.97,5116032.28,22,19,60643,2212,7502
395,-9759081.31,5145577.17,12,1,60642,1213,2420
396,-9762750.49,5138421.41,10,12,60623,1033,3009
397,-9764158.18,5145894.46,11,,60651,1121,8366
398,-9766196.72,5143119.37,11,28,60624,1115,2606
399,-9749532.65,5131223.76,2,5,60615,0234,4101
400,-9759826.76,5142836.02,12,27,60612,1225,8381
401,-9762480.45,5145687.33,12,26,60622,1211,1605.02
402,-9760012.72,5142261.44,12,28,60612,1225,8381
403,-9761081.83,5160225.82,24,50,60659,2413,209.01
404,-9765574.3,5137012.76,10,22,60609,1031,3018.03
405,-9753026.63,5120400.03,6,9,60619,0633,4409
406,-9764140.05,5158831.84,17,39,60659,1711,1303
407,-9763358.34,5154179.46,,33,60618,1724,1606.02
408,-9759076.22,5164310.42,24,45,,2422,101
409,-9769856.18,5153991.47,16,38,60641,1624,1503
410,-9756949.58,5126585.61,7,6,60621,2413,6811
411,-9769525.63,5160621.02,,,60646,1621,1202
412,-9749670.99,5127035.44,3,5,60649,0332,4302
413,-9757379.07,5148829.43,18,43,60614,1812,711
414,-9756270.79,5131997.69,9,11,60609,0935,8438
415,-9770628.29,5148713.77,25,36,60639,2515,1913.02
416,-9752556.19,5121483.68,6,6,60619,,
417,-9765198.88,5124066.33,8,18,60652,0834,7002
418,-9767049.7,5123514.78,8,18,60652,0834,
419,-9763685.25,5139001.08,16,24,60623,1024,8417
420,-9765757.08,5130684.37,8,23,60632,0815,6202
421,-9763903.81,5149844.23,14,35,60647,1413,2206.01
422,-9764075.18,5150089.3,14,35,60647,1413,2206.02
423,-9761170.75,5153584.77,19,47,60618,1921,505
424,-9761046.16,5141862.77,12,28,60612,,2828
425,-9762605.75,5125668.98,8,18,60629,0831,6611
426,-9768869.34,5156906.22,16,45,60630,1623,3301
427,-9778870.27,5158031.35,22,4,60656,1614,6121
428,-9771525.72,5147819.74,25,29,60639,2513,2504
429,-9764712.79,5148163.86,25,1,60647,2535,2229
430,-9762791.07,5146177.41,12,26,60622,1211,2409
431,-9768333.33,5151949.96,16,35,60641,,2916
432,-9754472.56,5136806.35,,3,60616,0133,8392
433,-9751978.57,5128691.54,2,20,60637,1713,4204
434,-9770160.63,5152761.16,16,18,60634,1633,1512
435,-9760953.64,5112960.45,22,19,60655,2212,7504
436,-9747990.08,5125644.32,3,7,60649,0334,4306
437,-9757506.99,5148343.33,18,43,60614,1813,
438,-9756752.7,5124148.01,6,,60620,0621,7102
439,-9760705.33,5124897.64,8,18,60636,0835,6610
440,-9768038.54,5131383.62,8,22,60638,0814,
441,-9751485.97,5123393.07,6,8,60619,0631,4401.01
442,-9763898.47,5116020.73,22,,60655,2211,7402
443,-9760915.55,5141394.31,12,28,60612,1225,2828
444,-9758626.24,5126890.68,,16,60636,0725,6716
445,-9764490.71,5155676.37,17,33,60625,1723,
446,-9762612.5,5143273.24,12,27,60612,1222,8370
447,-9748832.7,5118855.83,4,7,60617,,5103
448,-9765001.56,5140609.06,10,24,60623,2422,8387
449,-9753507.28,5109189.47,5,9,60655,,5401.01
450,-9747186.87,5120971.46,4,7,,0423,4805
451,-9767924.63,5151343.06,25,31,60641,2521,1902
452,-9770725.89,5130483.49,8,23,60638,0811,5608
453,-9758146.89,5153471.97,19,44,60613,1923,611
454,-9763523.45,5150437.5,,,60647,1411,2205
455,-9756610.57,5124478.48,6,17,60651,0621,7102
456,-9759840.21,5162341.95,24,49,60626,2424,107.02
457,-9759688.52,5129070.13,7,,60636,0714,6706
458,-9750155.18,5122358.88,4,8,60619,0412,8343
459,-9754210.14,5131651.93,2,3,60615,0224,3818
460,-9766494.97,5146871.76,,26,60651,2534,2306
461,-9758647.63,5150236.75,19,2,60614,1932,2212
462,-9770918.23,5150542.05,25,30,60639,2514,1906.02
463,-9766493.09,5147362.14,14,26,60651,,2306
464,-9761326.75,5148374.32,14,1,60647,1434,8324
465,-9759919.16,5148288.71,14,32,60622,1531,8310
466,-9756218.22,5150119.26,19,43,60611,,701.03
467,-9758929.49,5114746.77,22,19,60643,2212,7505
468,-9764914.94,5122610.91,8,18,60652,1135,
469,-9754486.93,5144669.07,18,42,60611,1834,815
470,-9768675.67,5157786.49,16,23,60630,1621,1204
471,-9767995.08,5153633.83,16,45,60641,1634,1508
472,-9758308.64,5125597.12,7,17,60636,,6719
473,-9748551.84,5125969.69,12,5,60649,0333,
474,-9760898.02,5141291.41,12,28,60612,1225,2828
475,-9770248.49,5145631.36,15,29,60651,1511,2513
476,-9765723.53,5137809.35,10,22,60623,1013,3018.02
477,-9769431.46,5153734.96,16,38,60641,1634,1507
478,-9764509.81,5130766.86,8,,60632,0822,6201
479,-9767127.44,5155364.12,17,39,60630,1722,1601
480,-9757448.06,5137235.39,9,11,60608,0913,6006
481,-9755808.63,5123855.9,6,17,60620,0732,6912
482,-9766602.89,5143667.32,11,28,60624,1114,2603
483,-9754685.04,5146129.3,18,42,60611,1824,812.01
484,-9759291.46,5155549.82,19,47,,1912,319
485,-9767680.99,5148563.29,25,36,60639,2522,1910
486,-9762030.65,5140448.76,10,28,60608,1023,8433
487,-9755219.68,5145845.9,18,2,60610,1832,810
488,-9764105.97,5136922.84,10,27,60623,1032,3016
489,-9764293.5,5121893.27,8,18,60652,0834,7004.02
490,-9759853.39,5138404.04,10,,60608,1034,8432
491,-9758540.24,5143073.45,12,27,60607,1224,
492,-9754785.84,5144747.84,18,42,60654,1831,816
493,-9761214.37,5132577.51,9,15,60614,0922,5808
494,-9759909.64,5130453.92,9,16,60609,0932,6116
495,-9770816.27,5152865.61,16,,60634,0421,1512
496,-9760742.31,5162836.18,24,,60645,2424,107.01
497,-9770176.75,5145816.24,15,29,60651,1511,2513
498,-9763922.42,5142913.06,11,28,60624,1124,2713
499,-9770442.04,5149676.48,25,30,60639,2515,1906.02
500,-9768253.15,5153215.62,16,30,60641,1634,1508
501,-9768331.68,5154003.17,16,,60641,1624,1502
502,-9764805.2,5115577.36,22,19,60655,2211,7403
